Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-07-03,79,24454,26644,5737,25359,19678,14625,25930,19830,14754,24788,19526,14496,0,0,0.028665650230480375,0.010700488565616855,0.010700488565616855,0.0534504196220575,0.019861351517441395,0.019861351517441395,0.0038808808389032452,0.001539625613792315,0.001539625613792315,660,178,151,1231,330,280,89,26,22,989,1841,137,179972,180824,179120
2023-07-10,80,21791,23742,5112,27295,22381,15102,28497,22710,15363,26065,22049,14839,0,0,0.028665650230480375,0.010106612439581011,0.010106612439581011,0.0534504196220575,0.01909763482201031,0.01909763482201031,0.0038808808389032452,0.0011155900571517136,0.0011155900571517136,727,199,148,1386,379,282,96,22,16,1074,2047,134,181046,182871,179254
2023-07-17,81,19418,21156,4555,28886,24754,15515,30769,25281,15910,26915,24219,15114,0,0,0.028665650230480375,0.009512736313545166,0.009512736313545166,0.0534504196220575,0.01833391812657922,0.01833391812657922,0.0038808808389032452,6.915545005111122e-4,6.915545005111122e-4,782,213,144,1523,416,282,101,15,10,1139,2221,126,182185,185092,179380
2023-07-24,82,17303,18852,4059,30173,26837,15873,32780,27579,16402,27385,26079,15330,0,0,0.028665650230480375,0.008918860187509323,0.008918860187509323,0.0534504196220575,0.017570201431148135,0.017570201431148135,0.0038808808389032452,2.6751894387051084e-4,2.6751894387051084e-4,828,221,138,1645,444,280,104,6,4,1187,2369,114,183372,187461,179494
2023-07-31,83,15419,16799,3617,31192,28667,16183,34558,29632,16844,27517,27668,15496,0,0,0.028665650230480375,0.00832498406147348,0.00832498406147348,0.0534504196220575,0.016806484735717046,0.016806484735717046,0.0038808808389032452,0,0,865,223,132,1752,464,276,106,0,0,1220,2492,106,184592,189953,179600
2023-08-07,84,13740,14970,3223,31977,30274,16452,36130,31461,17238,27349,29022,15620,0,0,0.028665650230480375,0.007731107935437635,0.007731107935437635,0.0534504196220575,0.01604276804028596,0.01604276804028596,0.0038808808389032452,0,0,894,222,125,1847,475,270,107,0,0,1241,2592,107,185833,192545,179707
2023-08-14,85,12244,13340,2872,32556,31688,16686,37520,33091,17589,26914,30171,15708,0,0,0.028665650230480375,0.007137231809401791,0.007137231809401791,0.0534504196220575,0.015279051344854874,0.015279051344854874,0.0038808808389032452,0,0,917,216,117,1931,481,263,106,0,0,1250,2675,106,187083,195220,179813
2023-08-21,86,10911,11887,2559,32956,32934,16890,38749,34544,17902,26242,31144,15766,0,0,0.028665650230480375,0.006543355683365948,0.006543355683365948,0.0534504196220575,0.014515334649423789,0.014515334649423789,0.0038808808389032452,0,0,933,207,109,2005,480,255,104,0,0,1249,2740,104,188332,197960,179917
2023-08-28,87,9723,10592,2280,33199,34033,17069,39835,35839,18181,25359,31964,15799,0,0,0.028665650230480375,0.005949479557330104,0.005949479557330104,0.0534504196220575,0.013751617953992702,0.013751617953992702,0.0038808808389032452,0,0,945,196,100,2071,475,246,102,0,0,1241,2792,102,189573,200752,180019
2023-09-04,88,8664,9439,2032,33306,35004,17226,40796,36992,18429,24289,32652,15811,0,0,0.028665650230480375,0.0053556034312942594,0.0053556034312942594,0.0534504196220575,0.012987901258561613,0.012987901258561613,0.0038808808389032452,0,0,952,182,91,2129,465,236,98,0,0,1225,2830,98,190798,203582,180117
2023-09-11,89,7720,8411,1811,33295,35865,17365,41646,38020,18650,23052,33228,15807,0,0,0.028665650230480375,0.004761727305258416,0.004761727305258416,0.0534504196220575,0.012224184563130527,0.012224184563130527,0.0038808808389032452,0,0,955,167,82,2181,452,225,94,0,0,1204,2858,94,192002,206440,180211
2023-09-18,90,6879,7495,1614,33182,36632,17490,42398,38936,18847,21667,33708,15790,0,0,0.028665650230480375,0.004167851179222572,0.004167851179222572,0.0534504196220575,0.011460467867699439,0.011460467867699439,0.0038808808389032452,0,0,954,149,72,2226,436,214,89,0,0,1175,2876,89,193177,209316,180300
