Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2022-12-26,52,10146,7579,1273,12821,21108,15941,25153,24077,18551,384,17358,12645,7152,3298,0.15931780402211818,0.09484872473706409,0.08361644750966668,0.1807445774148589,0.10615599383720489,0.09822776085636417,0.13789103062937746,0.08354145563692328,0.06900513416296919,2357,2154,1440,4497,2670,1904,110,1627,993,5951,9071,2730,160947,184129,143036
2023-01-02,53,11083,9355,1128,11931,19968,14753,26253,23489,17823,1153,15664,10968,2090,2638,0.15931780402211818,0.09484872473706409,0.08361644750966668,0.1807445774148589,0.10615599383720489,0.09822776085636417,0.13789103062937746,0.08354145563692328,0.06900513416296919,2043,2002,1333,4546,2556,1822,53,1450,873,5378,8924,2376,166325,193053,145412
2023-01-09,54,11800,10271,1000,11290,19137,13647,27354,23243,17194,1260,14234,9345,1977,1979,0.15931780402211818,0.09484872473706409,0.08361644750966668,0.1807445774148589,0.10615599383720489,0.09822776085636417,0.13789103062937746,0.08354145563692328,0.06900513416296919,1901,1894,1234,4745,2493,1751,159,1309,757,5029,8989,2225,171354,202042,147637
2023-01-16,55,12632,10705,886,10832,18490,12620,28521,23222,16663,1341,12935,7770,2173,1602,0.15931780402211818,0.09484872473706409,0.08361644750966668,0.1807445774148589,0.10615599383720489,0.09822776085636417,0.13789103062937746,0.08354145563692328,0.06900513416296919,1799,1815,1141,4944,2467,1689,174,1189,645,4755,9100,2008,176109,211142,149645
2023-01-23,56,12706,10713,785,10542,17953,11666,29772,23358,16228,1436,11687,6234,1510,1225,0.15931780402211818,0.09484872473706409,0.08361644750966668,0.1807445774148589,0.10615599383720489,0.09822776085636417,0.13789103062937746,0.08354145563692328,0.06900513416296919,1726,1754,1055,5155,2465,1637,185,1081,536,4535,9257,1802,180644,220399,151447
2023-01-30,57,12737,10720,696,10306,17468,10780,31018,23600,15887,1444,10425,4729,1475,1225,0.15931780402211818,0.09484872473706409,0.08361644750966668,0.1807445774148589,0.10615599383720489,0.09822776085636417,0.13789103062937746,0.08354145563692328,0.06900513416296919,1680,1703,975,5381,2480,1594,198,976,430,4358,9455,1604,185002,229854,153051
