Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-04-24,69,23035,23899,5747,23749,20144,15088,24338,20252,15178,23160,19976,14949,541,651,0.02813793880714979,0.0062301876739967515,0.0062301876739967515,0.05540521887562111,0.015847210378904884,0.015847210378904884,8.706587386784655e-4,0,0,608,108,90,1197,276,229,19,0,0,806,1702,19,171787,172683,171000
2023-05-01,70,21022,21928,5119,25598,22679,15659,26835,22863,15806,24329,22330,15384,504,640,0.02813793880714979,0.0037610222604308173,0.0037610222604308173,0.05540521887562111,0.012693213386103994,0.012693213386103994,8.706587386784655e-4,0,0,668,76,57,1348,257,193,20,0,0,801,1798,20,172588,174481,171020
2023-05-08,71,19191,20161,4560,27175,25046,16198,29111,25259,16365,25139,24508,15792,466,629,0.02813793880714979,0.001291856846864883,0.001291856846864883,0.05540521887562111,0.009539216393303105,0.009539216393303105,8.706587386784655e-4,0,0,720,29,20,1487,218,151,21,0,0,769,1856,21,173357,176337,171041
2023-05-15,72,17523,18576,4062,28507,27249,16696,31186,27462,16863,25623,26550,16186,429,618,0.02813793880714979,0,0,0.05540521887562111,0.006385219400502219,0.006385219400502219,8.706587386784655e-4,0,0,765,0,0,1613,161,104,22,0,0,765,1878,22,174122,178215,171063
2023-05-22,73,15999,17154,3618,29620,29279,17140,33079,29492,17307,25810,28491,16576,391,608,0.02813793880714979,0,0,0.05540521887562111,0.00323122240770133,0.00323122240770133,8.706587386784655e-4,0,0,802,0,0,1728,89,54,22,0,0,802,1871,22,174924,180086,171085
2023-05-29,74,14604,15877,3223,30535,31153,17535,34805,31366,17702,25725,30363,16970,353,597,0.02813793880714979,0,0,0.05540521887562111,7.722541490044147e-5,7.722541490044147e-5,8.706587386784655e-4,0,0,833,0,0,1833,2,1,22,0,0,833,1836,22,175757,181922,171107
2023-06-05,75,13324,14728,2871,31272,32888,17887,36379,33101,18054,25393,32098,17322,316,586,0.02813793880714979,0,0,0.05540521887562111,0,0,8.706587386784655e-4,0,0,859,0,0,1928,0,0,22,0,0,859,1928,22,176616,183850,171129
2023-06-12,76,12146,13694,2557,31848,34497,18201,37813,34710,18368,24833,33707,17636,278,575,0.02813793880714979,0,0,0.05540521887562111,0,0,8.706587386784655e-4,0,0,880,0,0,2016,0,0,22,0,0,880,2016,22,177496,185866,171151
2023-06-19,77,11060,12762,2278,32279,35993,18480,39118,36206,18647,24065,35203,17915,241,564,0.02813793880714979,0,0,0.05540521887562111,0,0,8.706587386784655e-4,0,0,896,0,0,2095,0,0,22,0,0,896,2095,22,178392,187961,171173
2023-06-26,78,10055,11922,2029,32579,37387,18729,40305,37600,18896,23106,36597,18164,203,554,0.02813793880714979,0,0,0.05540521887562111,0,0,8.706587386784655e-4,0,0,908,0,0,2167,0,0,21,0,0,908,2167,21,179300,190128,171194
2023-07-03,79,9122,11162,1807,32761,38690,18951,41384,38903,19118,21972,37900,18386,166,543,0.02813793880714979,0,0,0.05540521887562111,0,0,8.706587386784655e-4,0,0,917,0,0,2233,0,0,20,0,0,917,2233,20,180217,192361,171214
2023-07-10,80,8253,10474,1610,32836,39910,19148,42362,40123,19315,20676,39120,18583,128,532,0.02813793880714979,0,0,0.05540521887562111,0,0,8.706587386784655e-4,0,0,922,0,0,2293,0,0,19,0,0,922,2293,19,181139,194654,171233
2023-07-17,81,7441,9851,1434,32814,41054,19324,43246,41267,19491,19231,40264,18759,90,521,0.02813793880714979,0,0,0.05540521887562111,0,0,8.706587386784655e-4,0,0,924,0,0,2347,0,0,18,0,0,924,2347,18,182063,197001,171251
2023-07-24,82,6681,9286,1277,32704,42130,19481,44042,42343,19648,17648,41340,18916,53,511,0.02813793880714979,0,0,0.05540521887562111,0,0,8.706587386784655e-4,0,0,923,0,0,2396,0,0,17,0,0,923,2396,17,182986,199397,171268
2023-07-31,83,5966,8771,1137,32514,43145,19621,44757,43358,19788,15938,42355,19056,15,500,0.02813793880714979,0,0,0.05540521887562111,0,0,8.706587386784655e-4,0,0,920,0,0,2440,0,0,15,0,0,920,2440,15,183906,201837,171283
2023-08-07,84,5314,8302,1013,32251,44103,19745,45395,44316,19912,14110,43313,19180,0,489,0.02813793880714979,0,0,0.05540521887562111,0,0,8.706587386784655e-4,0,0,915,0,0,2480,0,0,14,0,0,915,2480,14,184821,204317,171297
