Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-11-20,99,29137,31283,5740,26531,19030,14006,26806,19075,14045,26257,18918,13909,317,158,0.019035189398074335,0.0028967214547732587,0.0028967214547732587,0.0306803242737039,0.010167464515428706,0.010167464515428706,0.007390054522444766,0,0,449,45,39,723,157,136,174,0,0,533,1016,174,193322,193805,192963
2023-11-27,100,26356,28125,5134,29109,22288,14579,29692,22378,14651,28522,22040,14381,296,145,0.01878936046664144,0.002386036465827336,0.002386036465827336,0.030299209172082474,0.009514657402852109,0.009514657402852109,0.007279511761200402,0,0,499,45,33,812,181,134,191,0,0,577,1127,191,193899,194932,193154
2023-12-04,101,23848,25288,4592,31352,25216,15094,32271,25348,15193,30417,24812,14793,275,133,0.01854353153520854,0.0018753514768814067,0.0018753514768814067,0.02991809407046104,0.008861850290275503,0.008861850290275503,0.007168968999956038,0,0,540,42,27,888,198,130,204,0,0,609,1216,204,194508,196148,193358
2023-12-11,102,21584,22739,4107,33296,27852,15558,34574,28018,15678,31982,27274,15153,254,121,0.01829770260377564,0.0013646664879354772,0.0013646664879354772,0.02953697896883961,0.008209043177698896,0.008209043177698896,0.00705842623871167,0,0,574,34,21,953,208,125,215,0,0,629,1286,215,195137,197434,193573
2023-12-18,103,19538,20447,3673,34974,30229,15979,36631,30419,16112,33253,29463,15469,233,109,0.01805187367234274,8.539814989895547e-4,8.539814989895547e-4,0.029155863867218176,0.007556236065122299,0.007556236065122299,0.0069478834774673055,0,0,601,24,13,1008,212,118,222,0,0,638,1338,222,195775,198772,193795
2023-12-25,104,17687,18385,3285,36414,32378,16362,38467,32578,16500,34262,31412,15746,212,97,0.017806044740909844,3.4329651004362527e-4,3.4329651004362527e-4,0.02877474876559675,0.006903428952545693,0.006903428952545693,0.006837340716222939,0,0,623,10,5,1054,210,111,227,0,0,638,1375,227,196413,200147,194022
2024-01-01,105,16010,16528,2938,37643,34319,16709,40105,34519,16847,35038,33149,15990,191,84,0.017560215809476944,0,0,0.028393633663975314,0.006250621839969096,0.006250621839969096,0.006726797954978575,0,0,639,0,0,1092,204,103,230,0,0,639,1399,230,197052,201546,194252
2024-01-08,106,14488,14855,2628,38682,36064,17019,41564,36264,17157,35606,34701,16206,169,72,0.017314386878044048,0,0,0.028012518562353886,0.005597814727392489,0.005597814727392489,0.006616255193734212,0,0,652,0,0,1123,193,94,232,0,0,652,1410,232,197704,202956,194484
2024-01-15,107,13106,13346,2351,39552,37633,17296,42862,37833,17434,35988,36091,16398,148,60,0.01706855794661115,0,0,0.02763140346073245,0.004945007614815882,0.004945007614815882,0.006505712432489846,0,0,660,0,0,1148,179,85,232,0,0,660,1412,232,198364,204368,194716
2024-01-22,108,11849,11985,2103,40271,39042,17544,44016,39242,17682,36204,37338,16571,127,48,0.01682272901517825,0,0,0.027250288359111016,0.004292200502239286,0.004292200502239286,0.00639516967124548,0,0,665,0,0,1168,162,75,230,0,0,665,1405,230,199029,205773,194946
2024-01-29,109,10704,10755,1881,40854,40308,17766,45039,40508,17904,36272,38461,16729,106,36,0.016576900083745353,0,0,0.026869173257489592,0.003639393389662679,0.003639393389662679,0.006284626910001114,0,0,668,0,0,1183,143,64,228,0,0,668,1390,228,199697,207163,195174
2024-02-05,110,9659,9642,1682,41317,41444,17965,45945,41644,18103,36209,39476,16875,85,23,0.016331071152312453,0,0,0.026488058155868157,0.002986586277086073,0.002986586277086073,0.00617408414875675,0,0,667,0,0,1193,121,53,224,0,0,667,1367,224,200364,208530,195398
2024-02-12,111,8703,8635,1504,41672,42462,18143,46745,42662,18281,36030,40397,17011,64,11,0.016085242220879557,0,0,0.02610694305424673,0.002333779164509475,0.002333779164509475,0.0060635413875123854,0,0,665,0,0,1199,97,42,220,0,0,665,1338,220,201029,209868,195618
2024-02-19,112,7827,7723,1345,41931,43374,18302,47450,43574,18440,35746,41237,17139,43,0,0.015839413289446658,0,0,0.025725827952625298,0.0016809720519328688,0.0016809720519328688,0.005952998626268019,0,0,660,0,0,1203,72,31,214,0,0,660,1306,214,201689,211174,195832
2024-02-26,113,7022,6908,1203,42103,44189,18444,48067,44389,18582,35369,42007,17262,21,0,0.015593584358013758,0,0,0.025344712851003863,0.0010281649393562627,0.0010281649393562627,0.005842455865023653,0,0,654,0,0,1203,45,19,209,0,0,654,1267,209,202343,212441,196041
2024-03-04,114,6281,6179,1076,42198,44918,18571,48605,45118,18709,34910,42719,17382,0,0,0.015347755426580862,0,0,0.024963597749382435,3.7535782677966534e-4,3.7535782677966534e-4,0.005731913103779287,0,0,646,0,0,1200,17,7,203,0,0,646,1224,203,202989,213665,196244
2024-03-11,115,5618,5527,962,42224,45570,18685,49072,45770,18823,34378,43371,17496,0,0,0.015101926495147962,0,0,0.024582482647761,0,0,0.005621370342534923,0,0,637,0,0,1195,0,0,196,0,0,637,1195,196,203626,214860,196440
2024-03-18,116,5025,4943,860,42190,46154,18787,49476,46354,18925,33783,43955,17598,0,0,0.014856097563715063,0,0,0.02420136754613957,0,0,0.005510827581290557,0,0,627,0,0,1188,0,0,189,0,0,627,1188,189,204253,216048,196629
2024-03-25,117,4494,4421,769,42105,46676,18878,49825,46876,19016,33135,44477,17689,0,0,0.014610268632282167,0,0,0.02382025244451814,0,0,0.005400284820046192,0,0,616,0,0,1179,0,0,182,0,0,616,1179,182,204869,217227,196811
2024-04-01,118,4019,3954,688,41975,47143,18959,50125,47343,19097,32442,44944,17770,0,0,0.014364439700849267,0,0,0.02343913734289671,0,0,0.005289742058801826,0,0,605,0,0,1168,0,0,175,0,0,605,1168,175,205474,218395,196986
2024-04-08,119,3595,3536,615,41806,47561,19032,50381,47761,19170,31710,45362,17843,0,0,0.014118610769416368,0,0,0.023058022241275275,0,0,0.00517919929755746,0,0,593,0,0,1156,0,0,168,0,0,593,1156,168,206067,219551,197154
