Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2022-11-21,47,9113,15450,4964,21157,18675,14455,21589,18934,14669,20724,18416,14242,0,0,0.025089654381704435,0.03305201260203443,0.03305201260203443,0.04611937425721613,0.04794533353953588,0.04794533353953588,0.004059934506192738,0.018158691664532975,0.018158691664532975,516,575,474,949,834,687,84,316,260,1565,2470,660,147700,148605,146795
2022-11-28,48,8138,13797,4433,21720,19711,14508,22554,20253,14941,20867,19161,14070,0,0,0.019496081377661775,0.03305201260203443,0.03305201260203443,0.03852590788200222,0.04794533353953588,0.04794533353953588,4.662548733213312e-4,0.018158691664532975,0.018158691664532975,412,617,478,832,908,703,10,334,259,1507,2443,603,149207,151048,147398
2022-12-05,49,7268,12321,3959,22288,20536,14502,23424,21381,15160,21039,19666,13828,0,0,0.01390250837361912,0.03305201260203443,0.03305201260203443,0.030932441506788307,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,302,651,480,698,971,716,0,348,255,1433,2385,603,150640,153433,148001
2022-12-12,50,6491,11003,3536,22880,21175,14446,24201,22342,15332,21269,19959,13524,0,0,0.008308935369576461,0.03305201260203443,0.03305201260203443,0.023338975131574395,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,185,679,479,547,1025,727,0,357,251,1343,2299,608,151983,155732,148609
2022-12-19,51,5797,9826,3158,23512,21652,14347,24895,23157,15464,21582,20065,13167,0,0,0.0027153623655338036,0.03305201260203443,0.03305201260203443,0.01574550875636048,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,62,700,477,381,1071,735,0,362,246,1239,2187,608,153222,157919,149217
2022-12-26,52,5177,8775,2820,24132,21987,14211,25515,23844,15563,21999,20006,12764,0,0,0,0.03305201260203443,0.03305201260203443,0.008152042381146567,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,716,474,203,1110,741,0,364,239,1190,2054,603,154412,159973,149820
2023-01-02,53,4623,7836,2518,24686,22199,14043,26069,24420,15633,22539,19802,12320,0,0,0,0.03305201260203443,0.03305201260203443,5.585760059326535e-4,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,727,470,14,1143,746,0,363,232,1197,1903,595,155609,161876,150415
2023-01-09,54,4129,6998,2249,25180,22303,13848,26563,24898,15678,23033,19469,11839,0,0,0,0.03305201260203443,0.03305201260203443,0,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,734,464,0,1171,750,0,360,224,1198,1921,584,156807,163797,150999
2023-01-16,55,3687,6249,2008,25622,22315,13631,27005,25293,15704,23475,19024,11328,0,0,0,0.03305201260203443,0.03305201260203443,0,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,737,458,0,1194,752,0,354,215,1195,1946,569,158002,165743,151568
2023-01-23,56,3293,5581,1793,26016,22245,13395,27399,25616,15713,23869,18479,10790,0,0,0,0.03305201260203443,0.03305201260203443,0,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,738,451,0,1213,753,0,345,206,1189,1966,551,159191,167709,152119
2023-01-30,57,2941,4984,1601,26368,22107,13144,27751,25877,15709,24221,17848,10229,0,0,0,0.03305201260203443,0.03305201260203443,0,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,735,443,0,1228,753,0,336,196,1178,1981,532,160369,169690,152651
2023-02-06,58,2626,4451,1430,26683,21909,12881,28066,26086,15694,24536,17140,9647,0,0,0,0.03305201260203443,0.03305201260203443,0,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,731,434,0,1241,753,0,324,186,1165,1994,510,161534,171684,153161
2023-02-13,59,2345,3975,1277,26964,21661,12608,28347,26251,15672,24817,16365,9048,0,0,0,0.03305201260203443,0.03305201260203443,0,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,724,426,0,1251,752,0,311,175,1150,2003,486,162684,173687,153647
2023-02-20,60,2094,3550,1140,27215,21370,12328,28598,26379,15645,25068,15531,8434,0,0,0,0.03305201260203443,0.03305201260203443,0,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,716,417,0,1259,751,0,297,164,1133,2010,461,163817,175697,154108
2023-02-27,61,1870,3170,1018,27439,21044,12043,28822,26477,15614,25292,14646,7806,0,0,0,0.03305201260203443,0.03305201260203443,0,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,706,407,0,1265,750,0,282,153,1113,2015,435,164930,177712,154543
2023-03-06,62,1670,2831,909,27639,20687,11754,29022,26550,15581,25492,13716,7166,0,0,0,0.03305201260203443,0.03305201260203443,0,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,696,398,0,1269,749,0,266,142,1094,2018,408,166024,179730,154951
2023-03-13,63,1491,2528,812,27818,20306,11463,29201,26604,15548,25671,12746,6516,0,0,0,0.03305201260203443,0.03305201260203443,0,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,684,388,0,1273,747,0,249,130,1072,2020,379,167096,181750,155330
2023-03-20,64,1332,2258,725,27977,19905,11171,29360,26643,15517,25830,11740,5858,0,0,0,0.03305201260203443,0.03305201260203443,0,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,671,379,0,1276,745,0,231,118,1050,2021,349,168146,183771,155679
2023-03-27,65,1190,2016,647,28119,19489,10880,29502,26672,15489,25972,10705,5192,0,0,0,0.03305201260203443,0.03305201260203443,0,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,658,369,0,1277,744,0,213,106,1027,2021,319,169173,185792,155998
2023-04-03,66,1063,1800,578,28246,19061,10589,29629,26694,15464,26099,9642,4518,0,0,0,0.03305201260203443,0.03305201260203443,0,0.04794533353953588,0.04794533353953588,0,0.018158691664532975,0.018158691664532975,0,644,360,0,1279,743,0,194,94,1004,2022,288,170177,187814,156286
