Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-01-16,55,18757,16616,6243,24085,20598,15493,24455,20925,15753,23301,20271,15234,941,825,0.016766671738842647,0.031997613508406776,0.031997613508406776,0.05226003141701946,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,370,611,485,1154,938,744,0,284,225,1466,2836,509,156792,158162,155835
2023-01-23,56,17442,15471,5507,25952,21897,15733,26665,22582,16263,24303,21201,15196,895,813,0.01425168497816142,0.031997613508406776,0.031997613508406776,0.04941603889516504,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,343,659,496,1208,1028,774,0,301,226,1498,3010,527,158290,161172,156362
2023-01-30,57,16237,14450,4858,27702,23019,15879,28720,24090,16686,25116,21915,15046,850,802,0.011736698217480196,0.031997613508406776,0.031997613508406776,0.04657204637331061,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,305,701,503,1242,1109,799,0,315,226,1509,3150,541,159799,164322,156903
2023-02-06,58,15128,13538,4286,29360,23985,15943,30633,25467,17034,25773,22434,14798,804,791,0.00922171145679897,0.031997613508406776,0.031997613508406776,0.043728053851456186,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,255,737,508,1256,1184,820,0,326,224,1500,3260,550,161299,167582,157453
2023-02-13,59,14103,12722,3781,30946,24813,15938,32416,26729,17319,26304,22778,14466,758,779,0.006706724696117746,0.031997613508406776,0.031997613508406776,0.04088406132960177,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,197,767,510,1252,1251,837,0,333,220,1474,3340,553,162773,170922,158006
2023-02-20,60,13154,11991,3335,32478,25518,15874,34078,27889,17550,26733,22964,14061,713,768,0.00419173793543652,0.031997613508406776,0.031997613508406776,0.03804006880774734,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,130,794,510,1233,1313,851,0,339,215,1434,3397,554,164207,174319,158560
2023-02-27,61,12271,11334,2942,33974,26114,15759,35628,28961,17734,27084,23007,13592,667,756,0.0016767511747552946,0.031997613508406776,0.031997613508406776,0.03519607628589291,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,54,817,508,1199,1370,862,0,341,209,1379,3431,550,165586,177750,159110
2023-03-06,62,11447,10744,2595,35420,26613,15602,37074,29954,17879,27377,22919,13068,622,745,0,0.031997613508406776,0.031997613508406776,0.03235208376403848,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,836,504,1153,1423,871,0,342,202,1340,3447,544,166926,181197,159654
2023-03-13,63,10674,10212,2289,36769,27027,15409,38423,30879,17991,27632,22713,12496,576,734,0,0.031997613508406776,0.031997613508406776,0.029508091242184058,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,852,499,1094,1472,878,0,341,194,1351,3444,535,168277,184641,160189
2023-03-20,64,9947,9731,2019,38027,27365,15186,39681,31744,18075,27865,22399,11882,531,722,0,0.031997613508406776,0.031997613508406776,0.02666409872032963,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,865,493,1025,1517,884,0,338,186,1358,3426,524,169635,188067,160713
2023-03-27,65,9260,9295,1781,39199,27636,14938,40853,32558,18136,28092,21986,11232,485,711,0,0.031997613508406776,0.031997613508406776,0.023820106198475202,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,876,486,945,1560,888,0,333,177,1362,3393,510,170997,191460,161223
2023-04-03,66,8609,8899,1571,40290,27847,14670,41944,33326,18179,28326,21481,10551,440,699,0,0.031997613508406776,0.031997613508406776,0.020976113676620778,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,884,478,857,1600,891,0,327,167,1362,3348,494,172359,194808,161717
2023-04-10,67,7989,8538,1386,41304,28005,14386,42958,34056,18207,28579,20893,9843,394,688,0,0.031997613508406776,0.031997613508406776,0.018132121154766354,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,891,469,761,1637,893,0,319,157,1360,3291,476,173719,198099,162193
2023-04-17,68,7396,8208,1223,42245,28115,14089,43899,34751,18224,28863,20226,9111,348,676,0,0.031997613508406776,0.031997613508406776,0.015288128632911933,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,896,460,657,1673,895,0,311,146,1356,3225,457,175075,201324,162650
2023-04-24,69,6828,7906,1079,43116,28182,13782,44770,35417,18233,29188,19486,8360,303,665,0,0.031997613508406776,0.031997613508406776,0.012444136111057501,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,900,451,546,1707,895,0,301,135,1351,3148,436,176426,204472,163086
2023-05-01,70,6280,7628,952,43921,28212,13468,45575,36059,18236,29563,18678,7591,257,654,0,0.031997613508406776,0.031997613508406776,0.009600143589203077,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,902,441,430,1740,896,0,290,124,1343,3066,414,177769,207538,163500
2023-05-08,71,5752,7371,840,44661,28208,13149,46315,36680,18235,29995,17805,6807,212,642,0,0.031997613508406776,0.031997613508406776,0.006756151067348653,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,903,431,308,1772,896,0,278,113,1334,2976,391,179103,210514,163891
2023-05-15,72,5240,7133,741,45339,28174,12827,46993,37284,18233,30492,16872,6010,166,631,0,0.031997613508406776,0.031997613508406776,0.003912158545494222,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,903,421,181,1802,896,0,265,101,1324,2879,366,180427,213393,164257
2023-05-22,73,4744,6912,654,45956,28112,12504,47610,37873,18231,31059,15880,5201,121,619,0,0.031997613508406776,0.031997613508406776,0.0010681660236398008,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,902,410,50,1832,896,0,251,89,1312,2778,340,181739,216171,164597
2023-05-29,74,4260,6706,577,46515,28026,12181,48169,38451,18231,31618,14833,4382,75,608,0,0.031997613508406776,0.031997613508406776,0,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,900,400,0,1861,896,0,236,77,1300,2757,313,183039,218928,164910
2023-06-05,75,3788,6513,509,47017,27919,11859,48671,39021,18234,32120,13734,3554,30,597,0,0.031997613508406776,0.031997613508406776,0,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,897,390,0,1889,896,0,220,65,1287,2785,285,184326,221713,165195
2023-06-12,76,3342,6331,449,47463,27793,11540,49117,39584,18241,32566,12584,2718,0,585,0,0.031997613508406776,0.031997613508406776,0,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,893,379,0,1917,896,0,204,53,1272,2813,257,185598,224526,165452
2023-06-19,77,2948,6159,396,47857,27650,11224,49511,40143,18254,32960,11385,1875,0,574,0,0.031997613508406776,0.031997613508406776,0,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,889,369,0,1945,896,0,187,40,1258,2841,227,186856,227367,165679
2023-06-26,78,2601,5995,349,48204,27491,10912,49858,40700,18273,33307,10139,1025,0,562,0,0.031997613508406776,0.031997613508406776,0,0.0491304862949222,0.0491304862949222,0,0.014864740721891354,0.014864740721891354,0,885,359,0,1972,897,0,169,28,1244,2869,197,188100,230236,165876
