Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
North,2023-12-18,103,0,27,0,15323,15350,15323
North,2023-12-25,104,0,27,0,15323,15377,15323
North,2024-01-01,105,0,25,0,15323,15402,15323
North,2024-01-08,106,0,23,0,15323,15425,15323
North,2024-01-15,107,0,21,0,15323,15446,15323
North,2024-01-22,108,0,17,0,15323,15463,15323
North,2024-01-29,109,0,14,0,15323,15477,15323
North,2024-02-05,110,0,10,0,15323,15487,15323
North,2024-02-12,111,0,5,0,15323,15492,15323
North,2024-02-19,112,0,0,0,15323,15492,15323
North,2024-02-26,113,0,0,0,15323,15492,15323
North,2024-03-04,114,0,0,0,15323,15492,15323
North,2024-03-11,115,0,0,0,15323,15492,15323
North,2024-03-18,116,0,0,0,15323,15492,15323
North,2024-03-25,117,0,0,0,15323,15492,15323
North,2024-04-01,118,0,0,0,15323,15492,15323
North,2024-04-08,119,0,0,0,15323,15492,15323
North,2024-04-15,120,0,0,0,15323,15492,15323
North,2024-04-22,121,0,0,0,15323,15492,15323
North,2024-04-29,122,0,0,0,15323,15492,15323
North,2024-05-06,123,0,0,0,15323,15492,15323
North,2024-05-13,124,0,0,0,15323,15492,15323
North,2024-05-20,125,0,0,0,15323,15492,15323
North,2024-05-27,126,0,0,0,15323,15492,15323
Central,2023-12-18,103,0,90,0,25578,25668,25578
Central,2023-12-25,104,0,95,0,25578,25763,25578
Central,2024-01-01,105,0,98,0,25578,25861,25578
Central,2024-01-08,106,0,99,0,25578,25960,25578
Central,2024-01-15,107,0,100,0,25578,26060,25578
Central,2024-01-22,108,0,99,0,25578,26159,25578
Central,2024-01-29,109,0,97,0,25578,26256,25578
Central,2024-02-05,110,0,94,0,25578,26350,25578
Central,2024-02-12,111,0,90,0,25578,26440,25578
Central,2024-02-19,112,0,86,0,25578,26526,25578
Central,2024-02-26,113,0,81,0,25578,26607,25578
Central,2024-03-04,114,0,75,0,25578,26682,25578
Central,2024-03-11,115,0,69,0,25578,26751,25578
Central,2024-03-18,116,0,62,0,25578,26813,25578
Central,2024-03-25,117,0,55,0,25578,26868,25578
Central,2024-04-01,118,0,48,0,25578,26916,25578
Central,2024-04-08,119,0,40,0,25578,26956,25578
Central,2024-04-15,120,0,32,0,25578,26988,25578
Central,2024-04-22,121,0,24,0,25578,27012,25578
Central,2024-04-29,122,0,16,0,25578,27028,25578
Central,2024-05-06,123,0,7,0,25578,27035,25578
Central,2024-05-13,124,0,0,0,25578,27035,25578
Central,2024-05-20,125,0,0,0,25578,27035,25578
Central,2024-05-27,126,0,0,0,25578,27035,25578
South and the Channel Islands,2023-12-18,103,0,24,0,23056,23080,23056
South and the Channel Islands,2023-12-25,104,0,22,0,23056,23102,23056
South and the Channel Islands,2024-01-01,105,0,19,0,23056,23121,23056
South and the Channel Islands,2024-01-08,106,0,15,0,23056,23136,23056
South and the Channel Islands,2024-01-15,107,0,10,0,23056,23146,23056
South and the Channel Islands,2024-01-22,108,0,5,0,23056,23151,23056
South and the Channel Islands,2024-01-29,109,0,0,0,23056,23151,23056
South and the Channel Islands,2024-02-05,110,0,0,0,23056,23151,23056
South and the Channel Islands,2024-02-12,111,0,0,0,23056,23151,23056
South and the Channel Islands,2024-02-19,112,0,0,0,23056,23151,23056
South and the Channel Islands,2024-02-26,113,0,0,0,23056,23151,23056
South and the Channel Islands,2024-03-04,114,0,0,0,23056,23151,23056
South and the Channel Islands,2024-03-11,115,0,0,0,23056,23151,23056
South and the Channel Islands,2024-03-18,116,0,0,0,23056,23151,23056
South and the Channel Islands,2024-03-25,117,0,0,0,23056,23151,23056
South and the Channel Islands,2024-04-01,118,0,0,0,23056,23151,23056
South and the Channel Islands,2024-04-08,119,0,0,0,23056,23151,23056
South and the Channel Islands,2024-04-15,120,0,0,0,23056,23151,23056
South and the Channel Islands,2024-04-22,121,0,0,0,23056,23151,23056
South and the Channel Islands,2024-04-29,122,0,0,0,23056,23151,23056
South and the Channel Islands,2024-05-06,123,0,0,0,23056,23151,23056
South and the Channel Islands,2024-05-13,124,0,0,0,23056,23151,23056
