Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
Scotland,2023-07-10,80,0,76,0,4495,5789,4463
Scotland,2023-07-17,81,0,75,0,4495,5864,4463
Scotland,2023-07-24,82,0,74,0,4495,5938,4463
Scotland,2023-07-31,83,0,73,0,4495,6011,4463
Scotland,2023-08-07,84,0,72,0,4495,6083,4463
Scotland,2023-08-14,85,0,70,0,4495,6153,4463
Scotland,2023-08-21,86,0,69,0,4495,6222,4463
Wales,2023-03-13,63,0,33,0,3421,3454,3421
Wales,2023-03-20,64,0,34,0,3421,3488,3421
Wales,2023-03-27,65,0,35,0,3421,3523,3421
Wales,2023-04-03,66,0,36,0,3421,3559,3421
Wales,2023-04-10,67,0,36,0,3421,3595,3421
Wales,2023-04-17,68,0,36,0,3421,3631,3421
Wales,2023-04-24,69,0,36,0,3421,3667,3421
Wales,2023-05-01,70,0,36,0,3421,3703,3421
Wales,2023-05-08,71,0,35,0,3421,3738,3421
Wales,2023-05-15,72,0,34,0,3421,3772,3421
Wales,2023-05-22,73,0,33,0,3421,3805,3421
Wales,2023-05-29,74,0,32,0,3421,3837,3421
Wales,2023-06-05,75,0,31,0,3421,3868,3421
Wales,2023-06-12,76,0,30,0,3421,3898,3421
Wales,2023-06-19,77,0,29,0,3421,3927,3421
Wales,2023-06-26,78,0,27,0,3421,3954,3421
Wales,2023-07-03,79,0,26,0,3421,3980,3421
Wales,2023-07-10,80,0,24,0,3421,4004,3421
Wales,2023-07-17,81,0,22,0,3421,4026,3421
Wales,2023-07-24,82,0,21,0,3421,4047,3421
Wales,2023-07-31,83,0,19,0,3421,4066,3421
Wales,2023-08-07,84,0,17,0,3421,4083,3421
Wales,2023-08-14,85,0,15,0,3421,4098,3421
Wales,2023-08-21,86,0,13,0,3421,4111,3421
