Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
London,2022-10-03,40,188,316,71,12647,12981,12330
London,2022-10-10,41,171,316,43,12818,13297,12373
London,2022-10-17,42,153,317,15,12971,13614,12388
London,2022-10-24,43,134,318,0,13105,13932,12388
London,2022-10-31,44,115,319,0,13220,14251,12388
London,2022-11-07,45,95,318,0,13315,14569,12388
London,2022-11-14,46,73,315,0,13388,14884,12388
London,2022-11-21,47,50,310,0,13438,15194,12388
London,2022-11-28,48,25,304,0,13463,15498,12388
London,2022-12-05,49,0,296,0,13463,15794,12388
London,2022-12-12,50,0,287,0,13463,16081,12388
London,2022-12-19,51,0,276,0,13463,16357,12388
London,2022-12-26,52,0,263,0,13463,16620,12388
London,2023-01-02,53,0,249,0,13463,16869,12388
London,2023-01-09,54,0,233,0,13463,17102,12388
London,2023-01-16,55,0,216,0,13463,17318,12388
London,2023-01-23,56,0,198,0,13463,17516,12388
London,2023-01-30,57,0,179,0,13463,17695,12388
London,2023-02-06,58,0,158,0,13463,17853,12388
London,2023-02-13,59,0,136,0,13463,17989,12388
London,2023-02-20,60,0,113,0,13463,18102,12388
London,2023-02-27,61,0,90,0,13463,18192,12388
Northern Ireland and Isle of Man,2022-09-19,38,18,37,0,569,588,551
Northern Ireland and Isle of Man,2022-09-26,39,17,38,0,586,626,551
Northern Ireland and Isle of Man,2022-10-03,40,16,40,0,602,666,551
Northern Ireland and Isle of Man,2022-10-10,41,15,41,0,617,707,551
Northern Ireland and Isle of Man,2022-10-17,42,14,43,0,631,750,551
Northern Ireland and Isle of Man,2022-10-24,43,12,44,0,643,794,551
Northern Ireland and Isle of Man,2022-10-31,44,11,46,0,654,840,551
Northern Ireland and Isle of Man,2022-11-07,45,10,47,0,664,887,551
Northern Ireland and Isle of Man,2022-11-14,46,8,49,0,672,936,551
Northern Ireland and Isle of Man,2022-11-21,47,7,50,0,679,986,551
Northern Ireland and Isle of Man,2022-11-28,48,5,51,0,684,1037,551
Northern Ireland and Isle of Man,2022-12-05,49,4,53,0,688,1090,551
Northern Ireland and Isle of Man,2022-12-12,50,2,54,0,690,1144,551
Northern Ireland and Isle of Man,2022-12-19,51,1,55,0,691,1199,551
Northern Ireland and Isle of Man,2022-12-26,52,0,56,0,691,1255,551
Northern Ireland and Isle of Man,2023-01-02,53,0,58,0,691,1313,551
Northern Ireland and Isle of Man,2023-01-09,54,0,59,0,691,1372,551
Northern Ireland and Isle of Man,2023-01-16,55,0,60,0,691,1432,551
Northern Ireland and Isle of Man,2023-01-23,56,0,61,0,691,1493,551
Northern Ireland and Isle of Man,2023-01-30,57,0,62,0,691,1555,551
Northern Ireland and Isle of Man,2023-02-06,58,0,62,0,691,1617,551
Northern Ireland and Isle of Man,2023-02-13,59,0,63,0,691,1680,551
Northern Ireland and Isle of Man,2023-02-20,60,0,64,0,691,1744,551
Northern Ireland and Isle of Man,2023-02-27,61,0,65,0,691,1809,551
Scotland,2022-09-19,38,50,80,19,3539,3569,3508
Scotland,2022-09-26,39,44,79,11,3583,3648,3519
Scotland,2022-10-03,40,38,78,2,3621,3726,3521
Scotland,2022-10-10,41,32,77,0,3653,3803,3521
Scotland,2022-10-17,42,26,75,0,3679,3878,3521
Scotland,2022-10-24,43,20,74,0,3699,3952,3521
Scotland,2022-10-31,44,14,71,0,3713,4023,3521
Scotland,2022-11-07,45,7,69,0,3720,4092,3521
Scotland,2022-11-14,46,1,66,0,3721,4158,3521
Scotland,2022-11-21,47,0,62,0,3721,4220,3521
Scotland,2022-11-28,48,0,59,0,3721,4279,3521
Scotland,2022-12-05,49,0,55,0,3721,4334,3521
Scotland,2022-12-12,50,0,51,0,3721,4385,3521
Scotland,2022-12-19,51,0,47,0,3721,4432,3521
Scotland,2022-12-26,52,0,43,0,3721,4475,3521
Scotland,2023-01-02,53,0,38,0,3721,4513,3521
Scotland,2023-01-09,54,0,34,0,3721,4547,3521
Scotland,2023-01-16,55,0,29,0,3721,4576,3521
Scotland,2023-01-23,56,0,25,0,3721,4601,3521
Scotland,2023-01-30,57,0,20,0,3721,4621,3521
Scotland,2023-02-06,58,0,16,0,3721,4637,3521
Scotland,2023-02-13,59,0,11,0,3721,4648,3521
Scotland,2023-02-20,60,0,6,0,3721,4654,3521
Scotland,2023-02-27,61,0,1,0,3721,4655,3521
Wales,2022-09-19,38,38,56,19,2827,2845,2808
Wales,2022-09-26,39,32,52,12,2859,2897,2820
Wales,2022-10-03,40,26,49,4,2885,2946,2824
Wales,2022-10-10,41,20,46,0,2905,2992,2824
Wales,2022-10-17,42,14,43,0,2919,3035,2824
Wales,2022-10-24,43,8,39,0,2927,3074,2824
Wales,2022-10-31,44,1,34,0,2928,3108,2824
Wales,2022-11-07,45,0,30,0,2928,3138,2824
Wales,2022-11-14,46,0,25,0,2928,3163,2824
Wales,2022-11-21,47,0,19,0,2928,3182,2824
Wales,2022-11-28,48,0,14,0,2928,3196,2824
Wales,2022-12-05,49,0,8,0,2928,3204,2824
Wales,2022-12-12,50,0,3,0,2928,3207,2824
Wales,2022-12-19,51,0,0,0,2928,3207,2824
Wales,2022-12-26,52,0,0,0,2928,3207,2824
Wales,2023-01-02,53,0,0,0,2928,3207,2824
Wales,2023-01-09,54,0,0,0,2928,3207,2824
Wales,2023-01-16,55,0,0,0,2928,3207,2824
Wales,2023-01-23,56,0,0,0,2928,3207,2824
Wales,2023-01-30,57,0,0,0,2928,3207,2824
Wales,2023-02-06,58,0,0,0,2928,3207,2824
Wales,2023-02-13,59,0,0,0,2928,3207,2824
Wales,2023-02-20,60,0,0,0,2928,3207,2824
Wales,2023-02-27,61,0,0,0,2928,3207,2824
