Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
North,2022-09-19,38,180,293,66,11819,11932,11705
North,2022-09-26,39,159,293,35,11978,12225,11740
North,2022-10-03,40,139,293,5,12117,12518,11745
North,2022-10-10,41,120,294,0,12237,12812,11745
North,2022-10-17,42,99,294,0,12336,13106,11745
North,2022-10-24,43,79,292,0,12415,13398,11745
North,2022-10-31,44,58,287,0,12473,13685,11745
North,2022-11-07,45,37,281,0,12510,13966,11745
North,2022-11-14,46,15,273,0,12525,14239,11745
North,2022-11-21,47,0,264,0,12525,14503,11745
North,2022-11-28,48,0,254,0,12525,14757,11745
North,2022-12-05,49,0,243,0,12525,15000,11745
North,2022-12-12,50,0,231,0,12525,15231,11745
North,2022-12-19,51,0,218,0,12525,15449,11745
North,2022-12-26,52,0,205,0,12525,15654,11745
North,2023-01-02,53,0,191,0,12525,15845,11745
North,2023-01-09,54,0,177,0,12525,16022,11745
North,2023-01-16,55,0,163,0,12525,16185,11745
North,2023-01-23,56,0,148,0,12525,16333,11745
North,2023-01-30,57,0,133,0,12525,16466,11745
North,2023-02-06,58,0,118,0,12525,16584,11745
North,2023-02-13,59,0,103,0,12525,16687,11745
North,2023-02-20,60,0,88,0,12525,16775,11745
North,2023-02-27,61,0,72,0,12525,16847,11745
Central,2022-09-19,38,209,330,87,16970,17091,16848
Central,2022-09-26,39,175,316,42,17145,17407,16890
Central,2022-10-03,40,142,302,0,17287,17709,16890
Central,2022-10-10,41,108,288,0,17395,17997,16890
Central,2022-10-17,42,73,271,0,17468,18268,16890
Central,2022-10-24,43,37,252,0,17505,18520,16890
Central,2022-10-31,44,0,229,0,17505,18749,16890
Central,2022-11-07,45,0,204,0,17505,18953,16890
Central,2022-11-14,46,0,176,0,17505,19129,16890
Central,2022-11-21,47,0,147,0,17505,19276,16890
Central,2022-11-28,48,0,116,0,17505,19392,16890
Central,2022-12-05,49,0,85,0,17505,19477,16890
Central,2022-12-12,50,0,52,0,17505,19529,16890
Central,2022-12-19,51,0,18,0,17505,19547,16890
Central,2022-12-26,52,0,0,0,17505,19547,16890
Central,2023-01-02,53,0,0,0,17505,19547,16890
Central,2023-01-09,54,0,0,0,17505,19547,16890
Central,2023-01-16,55,0,0,0,17505,19547,16890
Central,2023-01-23,56,0,0,0,17505,19547,16890
Central,2023-01-30,57,0,0,0,17505,19547,16890
Central,2023-02-06,58,0,0,0,17505,19547,16890
Central,2023-02-13,59,0,0,0,17505,19547,16890
Central,2023-02-20,60,0,0,0,17505,19547,16890
Central,2023-02-27,61,0,0,0,17505,19547,16890
South and the Channel Islands,2022-09-19,38,209,355,63,17857,18003,17711
South and the Channel Islands,2022-09-26,39,176,346,16,18033,18349,17727
South and the Channel Islands,2022-10-03,40,143,337,0,18176,18686,17727
South and the Channel Islands,2022-10-10,41,110,326,0,18286,19012,17727
South and the Channel Islands,2022-10-17,42,76,313,0,18362,19325,17727
South and the Channel Islands,2022-10-24,43,41,297,0,18403,19622,17727
South and the Channel Islands,2022-10-31,44,6,278,0,18409,19900,17727
South and the Channel Islands,2022-11-07,45,0,258,0,18409,20158,17727
South and the Channel Islands,2022-11-14,46,0,235,0,18409,20393,17727
South and the Channel Islands,2022-11-21,47,0,212,0,18409,20605,17727
South and the Channel Islands,2022-11-28,48,0,187,0,18409,20792,17727
South and the Channel Islands,2022-12-05,49,0,162,0,18409,20954,17727
South and the Channel Islands,2022-12-12,50,0,135,0,18409,21089,17727
South and the Channel Islands,2022-12-19,51,0,108,0,18409,21197,17727
South and the Channel Islands,2022-12-26,52,0,81,0,18409,21278,17727
South and the Channel Islands,2023-01-02,53,0,53,0,18409,21331,17727
South and the Channel Islands,2023-01-09,54,0,25,0,18409,21356,17727
South and the Channel Islands,2023-01-16,55,0,0,0,18409,21356,17727
South and the Channel Islands,2023-01-23,56,0,0,0,18409,21356,17727
South and the Channel Islands,2023-01-30,57,0,0,0,18409,21356,17727
South and the Channel Islands,2023-02-06,58,0,0,0,18409,21356,17727
South and the Channel Islands,2023-02-13,59,0,0,0,18409,21356,17727
South and the Channel Islands,2023-02-20,60,0,0,0,18409,21356,17727
South and the Channel Islands,2023-02-27,61,0,0,0,18409,21356,17727
South East,2022-09-19,38,190,293,88,16560,16663,16458
South East,2022-09-26,39,163,281,50,16723,16944,16508
South East,2022-10-03,40,135,269,14,16858,17213,16522
South East,2022-10-10,41,108,257,0,16966,17470,16522
South East,2022-10-17,42,81,244,0,17047,17714,16522
South East,2022-10-24,43,53,229,0,17100,17943,16522
South East,2022-10-31,44,24,212,0,17124,18155,16522
South East,2022-11-07,45,0,193,0,17124,18348,16522
South East,2022-11-14,46,0,173,0,17124,18521,16522
South East,2022-11-21,47,0,152,0,17124,18673,16522
South East,2022-11-28,48,0,131,0,17124,18804,16522
South East,2022-12-05,49,0,108,0,17124,18912,16522
South East,2022-12-12,50,0,85,0,17124,18997,16522
South East,2022-12-19,51,0,62,0,17124,19059,16522
South East,2022-12-26,52,0,38,0,17124,19097,16522
South East,2023-01-02,53,0,14,0,17124,19111,16522
South East,2023-01-09,54,0,0,0,17124,19111,16522
South East,2023-01-16,55,0,0,0,17124,19111,16522
South East,2023-01-23,56,0,0,0,17124,19111,16522
South East,2023-01-30,57,0,0,0,17124,19111,16522
South East,2023-02-06,58,0,0,0,17124,19111,16522
South East,2023-02-13,59,0,0,0,17124,19111,16522
South East,2023-02-20,60,0,0,0,17124,19111,16522
South East,2023-02-27,61,0,0,0,17124,19111,16522
London,2022-09-19,38,224,319,130,12253,12348,12159
London,2022-09-26,39,206,317,100,12459,12665,12259
