Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2022-09-26,39,8674,9116,4922,20718,16565,17607,21775,16976,18060,19661,16088,17082,662,492,0.07933625436168117,0.02602902573098803,0.02602902573098803,0.12894027944674952,0.056219711762639464,0.056219711762639464,0.029732229276612808,0,0,1691,411,453,2748,888,978,634,0,0,2555,4614,634,132969,135028,131048
2022-10-03,40,8149,8468,4331,20115,17274,17788,22231,18070,18651,17894,16245,16677,516,446,0.07933625436168117,0.02326329546482484,0.02326329546482484,0.12894027944674952,0.05517016077625244,0.05517016077625244,0.029732229276612808,0,0,1644,385,410,2808,937,996,585,0,0,2439,4741,585,135408,139769,131633
2022-10-10,41,7541,7852,3811,19497,17936,17943,22677,19086,19171,16006,16283,16188,370,400,0.07933625436168117,0.020497565198661652,0.020497565198661652,0.12894027944674952,0.05412060978986542,0.05412060978986542,0.029732229276612808,0,0,1596,354,365,2866,978,1009,532,0,0,2315,4853,532,137723,144622,132165
2022-10-17,42,6861,7263,3354,18855,18560,18082,23106,20028,19628,13987,16212,15628,225,353,0.07933625436168117,0.017731834932498462,0.017731834932498462,0.12894027944674952,0.0530710588034784,0.0530710588034784,0.029732229276612808,0,0,1547,318,318,2924,1013,1017,476,0,0,2183,4954,476,139906,149576,132641
2022-10-24,43,6116,6698,2951,18183,19154,18214,23514,20900,20031,11832,16042,15010,79,307,0.07933625436168117,0.014966104666335273,0.014966104666335273,0.12894027944674952,0.052021507817091375,0.052021507817091375,0.029732229276612808,0,0,1496,278,271,2979,1042,1021,416,0,0,2045,5042,416,141951,154618,133057
2022-10-31,44,5382,6155,2597,17474,19724,18346,23896,21704,20385,9534,15781,14343,0,261,0.07933625436168117,0.012200374400172083,0.012200374400172083,0.12894027944674952,0.050971956830704344,0.050971956830704344,0.029732229276612808,0,0,1443,234,222,3032,1065,1021,352,0,0,1899,5118,352,143850,159736,133409
2022-11-07,45,4736,5631,2285,16734,20277,18485,24259,22443,20697,7099,15436,13637,0,215,0.07933625436168117,0.009434644134008893,0.009434644134008893,0.12894027944674952,0.049922405844317334,0.049922405844317334,0.029732229276612808,0,0,1386,186,173,3081,1084,1018,283,0,0,1745,5183,283,145595,164919,133692
2022-11-14,46,4168,5123,2011,15974,20818,18636,24616,23119,20971,4539,15015,12899,0,168,0.07933625436168117,0.006668913867845697,0.006668913867845697,0.12894027944674952,0.04887285485793031,0.04887285485793031,0.029732229276612808,0,0,1328,135,123,3128,1097,1012,211,0,0,1586,5237,211,147181,170156,133903
2022-11-21,47,3668,4630,1770,15207,21352,18804,24981,23734,21212,1865,14524,12137,0,122,0.07933625436168117,0.003903183601682507,0.003903183601682507,0.12894027944674952,0.047823303871543286,0.047823303871543286,0.029732229276612808,0,0,1267,81,73,3174,1106,1003,135,0,0,1421,5283,135,148602,175439,134038
2022-11-28,48,3228,4150,1558,14441,21884,18995,25366,24290,21424,440,13970,11357,0,76,0.07933625436168117,0.0011374533355193173,0.0011374533355193173,0.12894027944674952,0.04677375288515627,0.04677375288515627,0.029732229276612808,0,0,1206,24,21,3221,1110,992,55,0,0,1251,5323,55,149853,180762,134093
