Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
Central,2023-03-20,64,0,0,0,18729,19740,18484
Central,2023-03-27,65,0,0,0,18729,19740,18484
Central,2023-04-03,66,0,0,0,18729,19740,18484
Central,2023-04-10,67,0,0,0,18729,19740,18484
Central,2023-04-17,68,0,0,0,18729,19740,18484
South and the Channel Islands,2022-11-07,45,100,200,0,19457,19557,19357
South and the Channel Islands,2022-11-14,46,80,193,0,19537,19750,19357
South and the Channel Islands,2022-11-21,47,59,184,0,19596,19934,19357
South and the Channel Islands,2022-11-28,48,37,173,0,19633,20107,19357
South and the Channel Islands,2022-12-05,49,14,160,0,19647,20267,19357
South and the Channel Islands,2022-12-12,50,0,146,0,19647,20413,19357
South and the Channel Islands,2022-12-19,51,0,130,0,19647,20543,19357
South and the Channel Islands,2022-12-26,52,0,114,0,19647,20657,19357
South and the Channel Islands,2023-01-02,53,0,96,0,19647,20753,19357
South and the Channel Islands,2023-01-09,54,0,78,0,19647,20831,19357
South and the Channel Islands,2023-01-16,55,0,59,0,19647,20890,19357
South and the Channel Islands,2023-01-23,56,0,40,0,19647,20930,19357
South and the Channel Islands,2023-01-30,57,0,20,0,19647,20950,19357
South and the Channel Islands,2023-02-06,58,0,0,0,19647,20950,19357
South and the Channel Islands,2023-02-13,59,0,0,0,19647,20950,19357
South and the Channel Islands,2023-02-20,60,0,0,0,19647,20950,19357
South and the Channel Islands,2023-02-27,61,0,0,0,19647,20950,19357
South and the Channel Islands,2023-03-06,62,0,0,0,19647,20950,19357
South and the Channel Islands,2023-03-13,63,0,0,0,19647,20950,19357
South and the Channel Islands,2023-03-20,64,0,0,0,19647,20950,19357
South and the Channel Islands,2023-03-27,65,0,0,0,19647,20950,19357
South and the Channel Islands,2023-04-03,66,0,0,0,19647,20950,19357
South and the Channel Islands,2023-04-10,67,0,0,0,19647,20950,19357
South and the Channel Islands,2023-04-17,68,0,0,0,19647,20950,19357
South East,2022-11-07,45,60,145,0,17646,17731,17586
South East,2022-11-14,46,39,134,0,17685,17865,17586
South East,2022-11-21,47,16,120,0,17701,17985,17586
South East,2022-11-28,48,0,105,0,17701,18090,17586
South East,2022-12-05,49,0,88,0,17701,18178,17586
South East,2022-12-12,50,0,69,0,17701,18247,17586
South East,2022-12-19,51,0,50,0,17701,18297,17586
South East,2022-12-26,52,0,29,0,17701,18326,17586
South East,2023-01-02,53,0,8,0,17701,18334,17586
South East,2023-01-09,54,0,0,0,17701,18334,17586
South East,2023-01-16,55,0,0,0,17701,18334,17586
South East,2023-01-23,56,0,0,0,17701,18334,17586
South East,2023-01-30,57,0,0,0,17701,18334,17586
South East,2023-02-06,58,0,0,0,17701,18334,17586
South East,2023-02-13,59,0,0,0,17701,18334,17586
South East,2023-02-20,60,0,0,0,17701,18334,17586
South East,2023-02-27,61,0,0,0,17701,18334,17586
South East,2023-03-06,62,0,0,0,17701,18334,17586
South East,2023-03-13,63,0,0,0,17701,18334,17586
South East,2023-03-20,64,0,0,0,17701,18334,17586
South East,2023-03-27,65,0,0,0,17701,18334,17586
South East,2023-04-03,66,0,0,0,17701,18334,17586
South East,2023-04-10,67,0,0,0,17701,18334,17586
South East,2023-04-17,68,0,0,0,17701,18334,17586
London,2022-11-07,45,154,234,73,13872,13952,13791
London,2022-11-14,46,141,232,53,14013,14184,13844
London,2022-11-21,47,128,231,32,14141,14415,13876
London,2022-11-28,48,114,229,11,14255,14644,13887
London,2022-12-05,49,99,227,0,14354,14871,13887
London,2022-12-12,50,84,224,0,14438,15095,13887
London,2022-12-19,51,68,220,0,14506,15315,13887
London,2022-12-26,52,51,214,0,14557,15529,13887
London,2023-01-02,53,33,207,0,14590,15736,13887
London,2023-01-09,54,13,199,0,14603,15935,13887
London,2023-01-16,55,0,190,0,14603,16125,13887
London,2023-01-23,56,0,179,0,14603,16304,13887
London,2023-01-30,57,0,167,0,14603,16471,13887
London,2023-02-06,58,0,154,0,14603,16625,13887
London,2023-02-13,59,0,139,0,14603,16764,13887
London,2023-02-20,60,0,124,0,14603,16888,13887
London,2023-02-27,61,0,108,0,14603,16996,13887
London,2023-03-06,62,0,91,0,14603,17087,13887
London,2023-03-13,63,0,72,0,14603,17159,13887
London,2023-03-20,64,0,53,0,14603,17212,13887
London,2023-03-27,65,0,34,0,14603,17246,13887
London,2023-04-03,66,0,13,0,14603,17259,13887
London,2023-04-10,67,0,0,0,14603,17259,13887
London,2023-04-17,68,0,0,0,14603,17259,13887
Northern Ireland and Isle of Man,2022-11-07,45,12,25,0,683,696,671
Northern Ireland and Isle of Man,2022-11-14,46,11,25,0,694,721,671
Northern Ireland and Isle of Man,2022-11-21,47,9,25,0,703,746,671
Northern Ireland and Isle of Man,2022-11-28,48,8,25,0,711,771,671
Northern Ireland and Isle of Man,2022-12-05,49,7,26,0,718,797,671
Northern Ireland and Isle of Man,2022-12-12,50,6,26,0,724,823,671
Northern Ireland and Isle of Man,2022-12-19,51,5,26,0,729,849,671
Northern Ireland and Isle of Man,2022-12-26,52,3,25,0,732,874,671
Northern Ireland and Isle of Man,2023-01-02,53,2,25,0,734,899,671
Northern Ireland and Isle of Man,2023-01-09,54,0,25,0,734,924,671
Northern Ireland and Isle of Man,2023-01-16,55,0,25,0,734,949,671
Northern Ireland and Isle of Man,2023-01-23,56,0,25,0,734,974,671
Northern Ireland and Isle of Man,2023-01-30,57,0,25,0,734,999,671
Northern Ireland and Isle of Man,2023-02-06,58,0,24,0,734,1023,671
Northern Ireland and Isle of Man,2023-02-13,59,0,24,0,734,1047,671
Northern Ireland and Isle of Man,2023-02-20,60,0,24,0,734,1071,671
Northern Ireland and Isle of Man,2023-02-27,61,0,23,0,734,1094,671
Northern Ireland and Isle of Man,2023-03-06,62,0,23,0,734,1117,671
Northern Ireland and Isle of Man,2023-03-13,63,0,23,0,734,1140,671
Northern Ireland and Isle of Man,2023-03-20,64,0,22,0,734,1162,671
Northern Ireland and Isle of Man,2023-03-27,65,0,22,0,734,1184,671
Northern Ireland and Isle of Man,2023-04-03,66,0,21,0,734,1205,671
Northern Ireland and Isle of Man,2023-04-10,67,0,21,0,734,1226,671
Northern Ireland and Isle of Man,2023-04-17,68,0,21,0,734,1247,671
Scotland,2022-11-07,45,25,47,4,3870,3892,3849
Scotland,2022-11-14,46,21,46,0,3891,3938,3849
Scotland,2022-11-21,47,17,44,0,3908,3982,3849
Scotland,2022-11-28,48,13,43,0,3921,4025,3849
Scotland,2022-12-05,49,8,41,0,3929,4066,3849
Scotland,2022-12-12,50,3,38,0,3932,4104,3849
Scotland,2022-12-19,51,0,35,0,3932,4139,3849
Scotland,2022-12-26,52,0,32,0,3932,4171,3849
Scotland,2023-01-02,53,0,29,0,3932,4200,3849
Scotland,2023-01-09,54,0,25,0,3932,4225,3849
Scotland,2023-01-16,55,0,21,0,3932,4246,3849
Scotland,2023-01-23,56,0,17,0,3932,4263,3849
Scotland,2023-01-30,57,0,13,0,3932,4276,3849
Scotland,2023-02-06,58,0,8,0,3932,4284,3849
Scotland,2023-02-13,59,0,4,0,3932,4288,3849
Scotland,2023-02-20,60,0,0,0,3932,4288,3849
Scotland,2023-02-27,61,0,0,0,3932,4288,3849
Scotland,2023-03-06,62,0,0,0,3932,4288,3849
Scotland,2023-03-13,63,0,0,0,3932,4288,3849
Scotland,2023-03-20,64,0,0,0,3932,4288,3849
Scotland,2023-03-27,65,0,0,0,3932,4288,3849
Scotland,2023-04-03,66,0,0,0,3932,4288,3849
Scotland,2023-04-10,67,0,0,0,3932,4288,3849
Scotland,2023-04-17,68,0,0,0,3932,4288,3849
Wales,2022-11-07,45,16,29,2,3090,3103,3076
Wales,2022-11-14,46,12,27,0,3102,3130,3076
Wales,2022-11-21,47,8,24,0,3110,3154,3076
Wales,2022-11-28,48,3,21,0,3113,3175,3076
Wales,2022-12-05,49,0,18,0,3113,3193,3076
Wales,2022-12-12,50,0,14,0,3113,3207,3076
Wales,2022-12-19,51,0,11,0,3113,3218,3076
Wales,2022-12-26,52,0,7,0,3113,3225,3076
Wales,2023-01-02,53,0,3,0,3113,3228,3076
Wales,2023-01-09,54,0,0,0,3113,3228,3076
Wales,2023-01-16,55,0,0,0,3113,3228,3076
Wales,2023-01-23,56,0,0,0,3113,3228,3076
Wales,2023-01-30,57,0,0,0,3113,3228,3076
Wales,2023-02-06,58,0,0,0,3113,3228,3076
Wales,2023-02-13,59,0,0,0,3113,3228,3076
Wales,2023-02-20,60,0,0,0,3113,3228,3076
Wales,2023-02-27,61,0,0,0,3113,3228,3076
Wales,2023-03-06,62,0,0,0,3113,3228,3076
Wales,2023-03-13,63,0,0,0,3113,3228,3076
Wales,2023-03-20,64,0,0,0,3113,3228,3076
Wales,2023-03-27,65,0,0,0,3113,3228,3076
Wales,2023-04-03,66,0,0,0,3113,3228,3076
Wales,2023-04-10,67,0,0,0,3113,3228,3076
Wales,2023-04-17,68,0,0,0,3113,3228,3076
