Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
North,2022-11-07,45,93,174,11,12991,13072,12909
North,2022-11-14,46,79,172,0,13070,13244,12909
North,2022-11-21,47,65,169,0,13135,13413,12909
North,2022-11-28,48,50,164,0,13185,13577,12909
North,2022-12-05,49,34,158,0,13219,13735,12909
North,2022-12-12,50,17,151,0,13236,13886,12909
North,2022-12-19,51,0,142,0,13236,14028,12909
North,2022-12-26,52,0,132,0,13236,14160,12909
North,2023-01-02,53,0,121,0,13236,14281,12909
North,2023-01-09,54,0,109,0,13236,14390,12909
North,2023-01-16,55,0,97,0,13236,14487,12909
North,2023-01-23,56,0,84,0,13236,14571,12909
North,2023-01-30,57,0,70,0,13236,14641,12909
North,2023-02-06,58,0,56,0,13236,14697,12909
North,2023-02-13,59,0,42,0,13236,14739,12909
North,2023-02-20,60,0,27,0,13236,14766,12909
North,2023-02-27,61,0,12,0,13236,14778,12909
North,2023-03-06,62,0,0,0,13236,14778,12909
North,2023-03-13,63,0,0,0,13236,14778,12909
North,2023-03-20,64,0,0,0,13236,14778,12909
North,2023-03-27,65,0,0,0,13236,14778,12909
North,2023-04-03,66,0,0,0,13236,14778,12909
North,2023-04-10,67,0,0,0,13236,14778,12909
North,2023-04-17,68,0,0,0,13236,14778,12909
Central,2022-11-07,45,99,200,0,18583,18684,18484
Central,2022-11-14,46,74,188,0,18657,18872,18484
Central,2022-11-21,47,49,174,0,18706,19046,18484
Central,2022-11-28,48,23,159,0,18729,19205,18484
Central,2022-12-05,49,0,141,0,18729,19346,18484
Central,2022-12-12,50,0,122,0,18729,19468,18484
Central,2022-12-19,51,0,101,0,18729,19569,18484
Central,2022-12-26,52,0,79,0,18729,19648,18484
Central,2023-01-02,53,0,55,0,18729,19703,18484
Central,2023-01-09,54,0,31,0,18729,19734,18484
Central,2023-01-16,55,0,6,0,18729,19740,18484
Central,2023-01-23,56,0,0,0,18729,19740,18484
Central,2023-01-30,57,0,0,0,18729,19740,18484
Central,2023-02-06,58,0,0,0,18729,19740,18484
Central,2023-02-13,59,0,0,0,18729,19740,18484
Central,2023-02-20,60,0,0,0,18729,19740,18484
Central,2023-02-27,61,0,0,0,18729,19740,18484
Central,2023-03-06,62,0,0,0,18729,19740,18484
Central,2023-03-13,63,0,0,0,18729,19740,18484
