Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-03-27,65,22070,23161,5742,23649,20069,15159,24264,20262,15321,23012,19875,14997,638,817,0.028591493608561797,0.022015577244418428,0.022015577244418428,0.05816055157669712,0.0330133537413658,0.0330133537413658,0,0.011017800747471062,0.011017800747471062,615,387,325,1252,581,487,0,194,163,1327,2320,357,168908,169901,167938
2023-04-03,66,20167,21346,5091,25474,22262,15484,26765,22674,15811,24102,21844,15152,598,810,0.028591493608561797,0.021529992539601743,0.021529992539601743,0.05816055157669712,0.03235138907950676,0.03235138907950676,0,0.010708595999696728,0.010708595999696728,676,432,326,1411,656,496,0,213,161,1434,2563,374,170342,172464,168312
2023-04-10,67,18440,19729,4514,27031,24213,15735,29050,24866,16230,24830,23544,15228,558,802,0.028591493608561797,0.021044407834785058,0.021044407834785058,0.05816055157669712,0.03168942441764772,0.03168942441764772,0,0.010399391251922394,0.010399391251922394,728,468,326,1557,719,501,0,227,158,1522,2777,385,171864,175241,168697
2023-04-17,68,16868,18288,4002,28348,25951,15924,31140,26864,16588,25230,25008,15236,518,795,0.028591493608561797,0.020558823129968377,0.020558823129968377,0.05816055157669712,0.031027459755788692,0.031027459755788692,0,0.010090186504148061,0.010090186504148061,773,498,323,1690,772,504,0,238,154,1594,2966,392,173458,178207,169089
2023-04-24,69,15436,17003,3548,29448,27502,16058,33051,28691,16893,25330,26264,15186,479,787,0.028591493608561797,0.020073238425151692,0.020073238425151692,0.05816055157669712,0.030365495093929655,0.030365495093929655,0,0.009780981756373729,0.009780981756373729,811,521,320,1811,816,504,0,245,149,1652,3131,394,175110,181338,169483
2023-05-01,70,14126,15856,3146,30355,28890,16145,34800,30369,17151,25157,27339,15086,439,780,0.028591493608561797,0.019587653720335007,0.019587653720335007,0.05816055157669712,0.02970353043207062,0.02970353043207062,0,0.009471777008599394,0.009471777008599394,842,539,315,1922,852,502,0,249,144,1696,3276,393,176806,184614,169876
2023-05-08,71,12924,14831,2789,31088,30135,16194,36401,31916,17370,24734,28254,14945,399,772,0.028591493608561797,0.019102069015518322,0.019102069015518322,0.05816055157669712,0.029041565770211584,0.029041565770211584,0,0.00916257226082506,0.00916257226082506,868,552,308,2024,882,498,0,250,138,1728,3404,388,178534,188018,170264
2023-05-15,72,11819,13915,2473,31664,31255,16209,37866,33347,17554,24082,29029,14768,360,765,0.028591493608561797,0.01861648431070164,0.01861648431070164,0.05816055157669712,0.028379601108352553,0.028379601108352553,0,0.008853367513050728,0.008853367513050728,889,561,301,2117,906,493,0,250,132,1751,3516,382,180285,191534,170646
2023-05-22,73,10800,13095,2193,32098,32265,16195,39205,34676,17708,23219,29682,14561,320,757,0.028591493608561797,0.018130899605884956,0.018130899605884956,0.05816055157669712,0.027717636446493516,0.027717636446493516,0,0.008544162765276395,0.008544162765276395,905,567,294,2202,924,487,0,248,126,1766,3613,374,182051,195147,171020
2023-05-29,74,9856,12361,1944,32404,33180,16158,40429,35916,17837,22163,30228,14331,280,750,0.028591493608561797,0.01764531490106827,0.01764531490106827,0.05816055157669712,0.027055671784634482,0.027055671784634482,0,0.00823495801750206,0.00823495801750206,918,569,286,2280,938,479,0,244,120,1773,3697,364,183824,198844,171384
