Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-05-15,72,22542,24254,5747,24661,19893,14918,25244,20042,15042,24078,19744,14793,0,0,0.02771824118368424,0.008948320305647706,0.008948320305647706,0.053554769123280985,0.017647167302958365,0.017647167302958365,0.0018817132440874934,2.494733083370452e-4,2.494733083370452e-4,625,153,128,1208,302,253,42,4,4,906,1763,50,174386,175243,173530
2023-05-22,73,20100,21627,5125,26419,22368,15426,27641,22669,15664,25168,22052,15176,0,0,0.02771824118368424,0.007624186358340817,0.007624186358340817,0.053554769123280985,0.015919662753688047,0.015919662753688047,0.0018817132440874934,0,0,684,152,114,1352,319,239,45,0,0,950,1910,45,175336,177153,173575
2023-05-29,74,17923,19284,4570,27864,24570,15884,29771,25012,16219,25865,24073,15509,0,0,0.02771824118368424,0.006300052411033928,0.006300052411033928,0.053554769123280985,0.014192158204417726,0.014192158204417726,0.0018817132440874934,0,0,732,141,97,1480,322,222,47,0,0,970,2024,47,176306,179177,173622
2023-06-05,75,15982,17195,4075,29033,26537,16300,31663,27101,16714,26212,25850,15802,0,0,0.02771824118368424,0.004975918463727039,0.004975918463727039,0.053554769123280985,0.012464653655147402,0.012464653655147402,0.0018817132440874934,0,0,772,122,79,1594,312,202,49,0,0,973,2108,49,177279,181285,173671
2023-06-12,76,14251,15333,3634,29959,28302,16681,33345,28963,17155,26247,27421,16064,0,0,0.02771824118368424,0.0036517845164201496,0.0036517845164201496,0.053554769123280985,0.010737149105877083,0.010737149105877083,0.0018817132440874934,0,0,805,97,60,1696,291,179,49,0,0,962,2166,49,178241,183451,173720
2023-06-19,77,12707,13672,3240,30673,29897,17036,34840,30624,17549,26005,28821,16303,0,0,0.02771824118368424,0.0023276505691132605,0.0023276505691132605,0.053554769123280985,0.009009644556606761,0.009009644556606761,0.0018817132440874934,0,0,830,66,39,1786,261,155,49,0,0,935,2202,49,179176,185653,173769
2023-06-26,78,11331,12191,2889,31199,31348,17370,36167,32105,17900,25515,30079,16526,0,0,0.02771824118368424,0.0010035166218063715,0.0010035166218063715,0.053554769123280985,0.007282140007336438,0.007282140007336438,0.0018817132440874934,0,0,850,30,17,1866,223,128,49,0,0,897,2217,49,180073,187870,173818
2023-07-03,79,10104,10871,2576,31561,32668,17683,37346,33425,18213,24805,31221,16740,0,0,0.02771824118368424,0,0,0.053554769123280985,0.005554635458066117,0.005554635458066117,0.0018817132440874934,0,0,865,0,0,1937,178,99,48,0,0,865,2214,48,180938,190084,173866
2023-07-10,80,9010,9694,2297,31780,33845,17962,38393,34602,18492,23899,32270,16949,0,0,0.02771824118368424,0,0,0.053554769123280985,0.003827130908795796,0.003827130908795796,0.0018817132440874934,0,0,875,0,0,2000,128,70,47,0,0,875,2198,47,181813,192282,173913
2023-07-17,81,8034,8644,2048,31875,34895,18211,39324,35652,18741,22819,33247,17159,0,0,0.02771824118368424,0,0,0.053554769123280985,0.002099626359525474,0.002099626359525474,0.0018817132440874934,0,0,881,0,0,2056,73,39,45,0,0,881,2168,45,182694,194450,173958
2023-07-24,82,7164,7708,1826,31861,35831,18433,40151,36588,18963,21583,34170,17374,0,0,0.02771824118368424,0,0,0.053554769123280985,3.721218102551516e-4,3.721218102551516e-4,0.0018817132440874934,0,0,884,0,0,2106,13,7,43,0,0,884,2126,43,183578,196576,174001
