Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-02-06,58,19163,17559,5803,23747,20841,15502,24350,21136,15736,22946,20545,15267,800,813,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,603,613,487,1404,909,722,0,318,253,1703,3035,571,161712,163044,160580
2023-02-13,59,17556,16198,5088,25451,22336,15719,26712,22958,16197,23738,21703,15233,755,803,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,658,669,498,1570,1006,749,0,342,254,1825,3325,596,163537,166369,161176
2023-02-20,60,16102,14994,4461,26910,23616,15841,28876,24594,16570,24179,22608,15089,710,793,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,705,717,505,1723,1092,771,0,361,254,1927,3586,615,165464,169955,161791
2023-02-27,61,14782,13928,3911,28150,24705,15882,30861,26065,16869,24302,23286,14851,665,782,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,745,759,509,1862,1170,788,0,377,251,2013,3820,628,167477,173775,162419
2023-03-06,62,13579,12983,3429,29192,25628,15854,32683,27394,17104,24134,23763,14530,619,772,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,780,794,510,1990,1240,803,0,388,247,2084,4033,635,169561,177808,163054
2023-03-13,63,12479,12145,3006,30058,26405,15768,34357,28598,17285,23700,24059,14139,574,762,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,808,823,509,2108,1304,814,0,396,242,2140,4226,638,171701,182034,163692
2023-03-20,64,11470,11399,2635,30764,27054,15633,35895,29694,17421,23022,24195,13687,529,751,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,832,848,506,2216,1361,823,0,401,235,2186,4400,636,173887,186434,164328
2023-03-27,65,10539,10735,2310,31326,27590,15456,37309,30696,17518,22121,24187,13183,483,741,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,852,869,502,2315,1413,829,0,403,228,2223,4557,631,176110,190991,164959
2023-04-03,66,9678,10143,2025,31757,28027,15245,38608,31616,17583,21014,24049,12634,438,731,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,868,886,496,2406,1461,834,0,403,220,2250,4701,623,178360,195692,165582
2023-04-10,67,8878,9614,1775,32070,28377,15005,39801,32465,17623,19717,23795,12047,393,721,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,880,900,490,2490,1504,837,0,401,210,2270,4831,611,180630,200523,166193
2023-04-17,68,8131,9139,1556,32276,28651,14742,40895,33254,17641,18244,23435,11427,347,710,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,888,911,482,2567,1545,839,0,396,201,2281,4951,597,182911,205474,166790
2023-04-24,69,7431,8712,1364,32384,28858,14460,41897,33991,17643,16609,22980,10780,302,700,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,894,920,474,2637,1582,839,0,390,190,2288,5058,580,185199,210532,167370
2023-05-01,70,6772,8328,1196,32403,29005,14164,42813,34682,17631,14823,22437,10108,257,690,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,897,927,464,2702,1617,840,0,383,180,2288,5159,563,187487,215691,167933
2023-05-08,71,6148,7980,1049,32341,29100,13856,43648,35335,17610,12897,21814,9416,211,679,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,897,932,455,2761,1650,839,0,374,168,2284,5250,542,189771,220941,168475
2023-05-15,72,5556,7665,920,32203,29149,13540,44406,35956,17582,10840,21117,8707,166,669,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,896,935,445,2815,1681,838,0,363,157,2276,5334,520,192047,226275,168995
2023-05-22,73,4992,7379,807,31996,29158,13218,45091,36549,17550,8661,20351,7983,121,659,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,892,936,435,2864,1711,837,0,352,145,2263,5412,497,194310,231687,169492
2023-05-29,74,4453,7117,708,31725,29131,12892,45706,37120,17516,6368,19522,7247,76,648,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,886,937,425,2908,1739,835,0,339,133,2248,5482,472,196558,237169,169964
2023-06-05,75,3934,6878,621,31395,29072,12565,46255,37672,17482,3969,18633,6500,30,638,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,879,936,414,2948,1766,834,0,325,121,2229,5548,446,198787,242717,170410
2023-06-12,76,3449,6658,544,31011,28986,12238,46740,38210,17451,1471,17688,5745,0,628,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,869,934,404,2983,1793,832,0,310,108,2207,5608,418,200994,248325,170828
2023-06-19,77,3024,6454,477,30577,28876,11912,47165,38736,17422,425,16691,4982,0,617,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,859,931,393,3014,1818,830,0,295,96,2183,5662,391,203177,253987,171219
2023-06-26,78,2651,6265,418,30103,28744,11588,47538,39254,17398,373,15644,4212,0,607,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,847,928,383,3042,1843,829,0,278,83,2158,5714,361,205335,259701,171580
2023-07-03,79,2324,6090,366,29596,28593,11268,47865,39765,17380,327,14548,3436,0,597,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,834,923,372,3066,1868,828,0,261,70,2129,5762,331,207464,265463,171911
2023-07-10,80,2038,5925,321,29062,28426,10951,48151,40274,17368,286,13407,2654,0,586,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,820,918,362,3087,1892,827,0,242,57,2100,5806,299,209564,271269,172210
2023-07-17,81,1787,5771,281,28508,28243,10639,48402,40781,17364,251,12221,1868,0,576,0.027694763749635313,0.03212034193780956,0.03212034193780956,0.06448949872153038,0.04758548996791097,0.04758548996791097,0,0.016655193907708157,0.016655193907708157,805,913,352,3105,1916,826,0,223,44,2070,5847,267,211634,277116,172477
