Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-11-13,98,28798,30965,5746,26081,18985,14014,26545,19035,14057,25618,18874,13917,0,0,0.026117196510891647,0.0032203564363256568,0.0032203564363256568,0.04599393235656503,0.010465998873801546,0.010465998873801546,0.006240460665218269,0,0,609,50,43,1072,161,140,145,0,0,702,1373,145,192880,193551,192323
2023-11-20,99,25773,27712,5142,28425,22187,14580,29410,22288,14661,27422,21940,14383,0,0,0.026117196510891647,0.0027055601284301234,0.0027055601284301234,0.04599393235656503,0.009809446109968901,0.009809446109968901,0.006240460665218269,0,0,681,51,38,1221,187,138,160,0,0,770,1546,160,193650,195097,192483
2023-11-27,100,23065,24801,4602,30391,25049,15088,31947,25199,15201,28777,24647,14789,0,0,0.026117196510891647,0.002190763820534583,0.002190763820534583,0.04599393235656503,0.00915289334613625,0.00915289334613625,0.006240460665218269,0,0,742,49,32,1353,204,134,171,0,0,823,1691,171,194473,196788,192654
2023-12-04,101,20642,22196,4119,32020,27612,15546,34190,27804,15684,29731,27038,15143,0,0,0.026117196510891647,0.0016759675126390497,0.0016759675126390497,0.04599393235656503,0.008496340582303608,0.008496340582303608,0.006240460665218269,0,0,794,42,25,1469,214,129,180,0,0,861,1812,180,195334,198600,192834
2023-12-11,102,18474,19864,3686,33352,29912,15961,36172,30136,16117,30326,29152,15453,0,0,0.026117196510891647,0.0011611712047435163,0.0011611712047435163,0.04599393235656503,0.007839787818470965,0.007839787818470965,0.006240460665218269,0,0,836,32,18,1573,218,123,186,0,0,886,1914,186,196220,200514,193020
2023-12-18,103,16533,17777,3299,34422,31980,16338,37924,32223,16504,30603,31023,15724,0,0,0.026117196510891647,6.46374896847976e-4,6.46374896847976e-4,0.04599393235656503,0.007183235054638313,0.007183235054638313,0.006240460665218269,0,0,871,19,10,1664,216,116,189,0,0,900,1996,189,197120,202510,193209
2023-12-25,104,14796,15909,2952,35260,33844,16683,39470,34091,16851,30596,32681,15963,0,0,0.026117196510891647,1.3157858895244262e-4,1.3157858895244262e-4,0.04599393235656503,0.006526682290805672,0.006526682290805672,0.006240460665218269,0,0,899,4,2,1744,210,108,191,0,0,905,2062,191,198025,204572,193400
2024-01-01,105,13242,14238,2642,35893,35515,16993,40833,35762,17161,30335,34152,16174,0,0,0.026117196510891647,0,0,0.04599393235656503,0.005870129526973028,0.005870129526973028,0.006240460665218269,0,0,921,0,0,1815,200,99,191,0,0,921,2114,191,198946,206686,193591
2024-01-08,106,11851,12742,2364,36347,37011,17271,42035,37258,17439,29848,35462,16363,0,0,0.026117196510891647,0,0,0.04599393235656503,0.0052135767631403766,0.0052135767631403766,0.006240460665218269,0,0,937,0,0,1878,186,89,189,0,0,937,2153,189,199883,208839,193780
2024-01-15,107,10606,11403,2116,36643,38350,17519,43094,38597,17687,29160,36631,16532,0,0,0.026117196510891647,0,0,0.04599393235656503,0.004557023999307734,0.004557023999307734,0.006240460665218269,0,0,949,0,0,1933,170,79,186,0,0,949,2182,186,200832,211021,193966
2024-01-22,108,9492,10205,1894,36800,39548,17741,44026,39795,17909,28292,37678,16685,0,0,0.026117196510891647,0,0,0.04599393235656503,0.0039004712354750917,0.0039004712354750917,0.006240460665218269,0,0,957,0,0,1982,151,69,182,0,0,957,2202,182,201789,213223,194148
2024-01-29,109,8495,9133,1695,36836,40620,17940,44846,40867,18108,27264,38621,16826,0,0,0.026117196510891647,0,0,0.04599393235656503,0.0032439184716424397,0.0032439184716424397,0.006240460665218269,0,0,961,0,0,2025,129,58,177,0,0,961,2212,177,202750,215435,194325
2024-02-05,110,7603,8174,1517,36766,41579,18118,45568,41826,18286,26093,39474,16957,0,0,0.026117196510891647,0,0,0.04599393235656503,0.002587365707809797,0.002587365707809797,0.006240460665218269,0,0,962,0,0,2063,106,47,170,0,0,962,2216,170,203712,217651,194495
2024-02-12,111,6804,7315,1358,36605,42438,18277,46204,42685,18445,24796,40252,17081,0,0,0.026117196510891647,0,0,0.04599393235656503,0.0019308129439771548,0.0019308129439771548,0.006240460665218269,0,0,960,0,0,2096,81,35,163,0,0,960,2212,163,204672,219863,194658
2024-02-19,112,6089,6547,1215,36364,43206,18420,46764,43453,18588,23386,40966,17200,0,0,0.026117196510891647,0,0,0.04599393235656503,0.0012742601801445036,0.0012742601801445036,0.006240460665218269,0,0,956,0,0,2125,54,24,155,0,0,956,2203,155,205628,222066,194813
2024-02-26,113,5449,5859,1087,36054,43894,18548,47258,44141,18716,21875,41627,17317,0,0,0.026117196510891647,0,0,0.04599393235656503,6.177074163118612e-4,6.177074163118612e-4,0.006240460665218269,0,0,950,0,0,2151,27,11,146,0,0,950,2189,146,206578,224255,194959
