Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-01-16,55,17816,15791,6243,24085,20598,15493,24455,20926,15754,23302,20270,15233,0,0,0.016766671738842647,0.031997613508406776,0.031997613508406776,0.052233362024872665,0.04918050775085108,0.04918050775085108,0,0.014814719265962471,0.014814719265962471,370,611,485,1153,939,745,0,283,224,1466,2837,507,156792,158163,155833
2023-01-23,56,15717,13930,5507,25841,21800,15733,26554,22487,16264,24193,21102,15194,0,0,0.01425168497816142,0.031997613508406776,0.031997613508406776,0.049392565947117786,0.04918050775085108,0.04918050775085108,0,0.014814719265962471,0.014814719265962471,343,659,496,1208,1029,775,0,300,226,1498,3012,526,158290,161175,156359
2023-01-30,57,13865,12289,4858,27390,22743,15879,28406,23815,16688,24809,21637,15043,0,0,0.011736698217480196,0.031997613508406776,0.031997613508406776,0.04655176986936291,0.04918050775085108,0.04918050775085108,0,0.014814719265962471,0.014814719265962471,303,698,503,1236,1106,800,0,313,225,1504,3142,538,159794,164317,156897
2023-02-06,58,12231,10841,4286,28771,23463,15943,30040,24942,17037,25201,21914,14794,0,0,0.00922171145679897,0.031997613508406776,0.031997613508406776,0.043710973791608015,0.04918050775085108,0.04918050775085108,0,0.014814719265962471,0.014814719265962471,253,728,508,1242,1171,821,0,321,223,1489,3234,544,161283,167551,157441
2023-02-13,59,10790,9564,3781,30019,23989,15938,31481,25894,17323,25414,21964,14461,0,0,0.006706724696117746,0.031997613508406776,0.031997613508406776,0.04087017771385313,0.04918050775085108,0.04918050775085108,0,0.014814719265962471,0.014814719265962471,193,751,510,1228,1227,838,0,325,219,1454,3293,544,162737,170844,157985
2023-02-20,60,9519,8437,3335,31164,24348,15874,32752,26696,17555,25488,21818,14055,0,0,0.00419173793543652,0.031997613508406776,0.031997613508406776,0.03802938163609825,0.04918050775085108,0.04918050775085108,0,0.014814719265962471,0.014814719265962471,126,768,510,1197,1273,852,0,325,214,1404,3322,539,164141,174166,158524
2023-02-27,61,8397,7443,2942,32234,24563,15759,33874,27367,17740,25458,21499,13585,0,0,0.0016767511747552946,0.031997613508406776,0.031997613508406776,0.035188585558343366,0.04918050775085108,0.04918050775085108,0,0.014814719265962471,0.014814719265962471,52,779,508,1152,1313,863,0,323,208,1339,3328,531,165480,177494,159055
2023-03-06,62,7408,6566,2595,33223,24654,15602,34863,27925,17886,25351,21030,13060,0,0,0,0.031997613508406776,0.031997613508406776,0.03234778948058848,0.04918050775085108,0.04918050775085108,0,0.014814719265962471,0.014814719265962471,0,786,504,1096,1346,872,0,319,201,1290,3314,520,166770,180808,159575
2023-03-13,63,6535,5792,2289,34096,24639,15409,35736,28387,17999,25195,20431,12486,0,0,0,0.031997613508406776,0.031997613508406776,0.029506993402833595,0.04918050775085108,0.04918050775085108,0,0.014814719265962471,0.014814719265962471,0,789,499,1029,1373,880,0,312,193,1288,3282,505,168058,184090,160080
2023-03-20,64,5765,5110,2019,34866,24533,15186,36506,28766,18084,25012,19717,11871,0,0,0,0.031997613508406776,0.031997613508406776,0.026666197325078713,0.04918050775085108,0.04918050775085108,0,0.014814719265962471,0.014814719265962471,0,788,493,953,1396,885,0,303,185,1281,3234,488,169339,187324,160568
