Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-08-21,86,26402,28672,5749,25136,19222,14369,25606,19335,14466,24666,19110,14273,362,311,0.027367868007717414,0.007288554988710431,0.007288554988710431,0.0480700011547574,0.01431579064411935,0.01431579064411935,0.006665734860677421,2.6131933330151343e-4,2.6131933330151343e-4,621,117,101,1091,229,197,151,4,4,839,1517,159,185230,185908,184550
2023-08-28,87,23956,25950,5143,27229,22113,14879,28223,22355,15072,26216,21868,14683,335,298,0.027367868007717414,0.006713846193079129,0.006713846193079129,0.0480700011547574,0.013559729593732158,0.013559729593732158,0.006665734860677421,0,0,688,129,96,1231,262,196,164,0,0,913,1689,164,186143,187597,184714
2023-09-04,88,21741,23503,4601,29007,24710,15330,30571,25088,15614,27382,24315,15032,308,286,0.027367868007717414,0.006139137397447826,0.006139137397447826,0.0480700011547574,0.012803668543344967,0.012803668543344967,0.006665734860677421,0,0,745,136,91,1357,286,193,175,0,0,972,1836,175,187115,189433,184889
2023-09-11,89,19731,21301,4116,30503,27048,15730,32678,27563,16099,28202,26488,15329,280,273,0.027367868007717414,0.0055644286018165234,0.0055644286018165234,0.0480700011547574,0.012047607492957777,0.012047607492957777,0.006665734860677421,0,0,794,137,85,1470,302,188,183,0,0,1016,1960,183,188131,191393,185072
2023-09-18,90,17906,19318,3682,31746,29156,16086,34568,29806,16533,28709,28420,15581,253,260,0.027367868007717414,0.004989719806185221,0.004989719806185221,0.0480700011547574,0.011291546442570587,0.011291546442570587,0.006665734860677421,0,0,835,135,78,1571,311,182,188,0,0,1048,2064,188,189179,193457,185260
2023-09-25,91,16246,17530,3294,32763,31062,16403,36263,31841,16921,28933,30141,15795,226,247,0.027367868007717414,0.004415011010553919,0.004415011010553919,0.0480700011547574,0.010535485392183398,0.010535485392183398,0.006665734860677421,0,0,869,129,71,1662,314,174,191,0,0,1069,2150,191,190248,195607,185451
2023-10-02,92,14734,15918,2947,33577,32789,16687,37781,33687,17268,28901,31676,15977,199,234,0.027367868007717414,0.003840302214922616,0.003840302214922616,0.0480700011547574,0.009779424341796206,0.009779424341796206,0.006665734860677421,0,0,897,119,63,1743,311,165,193,0,0,1079,2219,193,191327,197826,185644
2023-10-09,93,13354,14462,2637,34210,34359,16943,39140,35364,17578,28637,33049,16131,172,221,0.027367868007717414,0.0032655934192913133,0.0032655934192913133,0.0480700011547574,0.009023363291409016,0.009023363291409016,0.006665734860677421,0,0,919,107,54,1816,304,156,193,0,0,1080,2276,193,192407,200102,185837
2023-10-16,94,12093,13147,2359,34680,35790,17175,40355,36887,17856,28162,34280,16264,145,208,0.027367868007717414,0.002690884623660011,0.002690884623660011,0.0480700011547574,0.008267302241021825,0.008267302241021825,0.006665734860677421,0,0,936,92,46,1881,292,145,191,0,0,1074,2318,191,193481,202420,186028
2023-10-23,95,10937,11958,2111,35005,37099,17387,41441,38272,18104,27496,35388,16378,118,196,0.027367868007717414,0.0021161758280287086,0.0021161758280287086,0.0480700011547574,0.007511241190634636,0.007511241190634636,0.006665734860677421,0,0,949,76,36,1940,277,134,188,0,0,1061,2351,188,194542,204771,186216
