Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
North,2023-11-20,99,0,25,0,15098,15123,15098
North,2023-11-27,100,0,24,0,15098,15147,15098
North,2023-12-04,101,0,22,0,15098,15169,15098
North,2023-12-11,102,0,19,0,15098,15188,15098
North,2023-12-18,103,0,16,0,15098,15204,15098
North,2023-12-25,104,0,12,0,15098,15216,15098
North,2024-01-01,105,0,8,0,15098,15224,15098
North,2024-01-08,106,0,3,0,15098,15227,15098
North,2024-01-15,107,0,0,0,15098,15227,15098
North,2024-01-22,108,0,0,0,15098,15227,15098
North,2024-01-29,109,0,0,0,15098,15227,15098
North,2024-02-05,110,0,0,0,15098,15227,15098
North,2024-02-12,111,0,0,0,15098,15227,15098
North,2024-02-19,112,0,0,0,15098,15227,15098
North,2024-02-26,113,0,0,0,15098,15227,15098
North,2024-03-04,114,0,0,0,15098,15227,15098
North,2024-03-11,115,0,0,0,15098,15227,15098
North,2024-03-18,116,0,0,0,15098,15227,15098
North,2024-03-25,117,0,0,0,15098,15227,15098
North,2024-04-01,118,0,0,0,15098,15227,15098
North,2024-04-08,119,0,0,0,15098,15227,15098
North,2024-04-15,120,0,0,0,15098,15227,15098
North,2024-04-22,121,0,0,0,15098,15227,15098
North,2024-04-29,122,0,0,0,15098,15227,15098
Central,2023-11-20,99,0,95,0,25164,25259,25164
Central,2023-11-27,100,0,100,0,25164,25359,25164
Central,2023-12-04,101,0,103,0,25164,25462,25164
Central,2023-12-11,102,0,105,0,25164,25567,25164
Central,2023-12-18,103,0,105,0,25164,25672,25164
Central,2023-12-25,104,0,104,0,25164,25776,25164
Central,2024-01-01,105,0,102,0,25164,25878,25164
Central,2024-01-08,106,0,100,0,25164,25978,25164
Central,2024-01-15,107,0,96,0,25164,26074,25164
Central,2024-01-22,108,0,91,0,25164,26165,25164
Central,2024-01-29,109,0,86,0,25164,26251,25164
Central,2024-02-05,110,0,81,0,25164,26332,25164
Central,2024-02-12,111,0,75,0,25164,26407,25164
Central,2024-02-19,112,0,68,0,25164,26475,25164
Central,2024-02-26,113,0,61,0,25164,26536,25164
Central,2024-03-04,114,0,53,0,25164,26589,25164
Central,2024-03-11,115,0,45,0,25164,26634,25164
Central,2024-03-18,116,0,37,0,25164,26671,25164
Central,2024-03-25,117,0,29,0,25164,26700,25164
Central,2024-04-01,118,0,20,0,25164,26720,25164
Central,2024-04-08,119,0,11,0,25164,26731,25164
Central,2024-04-15,120,0,2,0,25164,26733,25164
Central,2024-04-22,121,0,0,0,25164,26733,25164
Central,2024-04-29,122,0,0,0,25164,26733,25164
South and the Channel Islands,2023-11-20,99,0,24,0,22795,22819,22795
South and the Channel Islands,2023-11-27,100,0,21,0,22795,22840,22795
South and the Channel Islands,2023-12-04,101,0,18,0,22795,22858,22795
South and the Channel Islands,2023-12-11,102,0,13,0,22795,22871,22795
South and the Channel Islands,2023-12-18,103,0,8,0,22795,22879,22795
South and the Channel Islands,2023-12-25,104,0,3,0,22795,22882,22795
South and the Channel Islands,2024-01-01,105,0,0,0,22795,22882,22795
South and the Channel Islands,2024-01-08,106,0,0,0,22795,22882,22795
South and the Channel Islands,2024-01-15,107,0,0,0,22795,22882,22795
South and the Channel Islands,2024-01-22,108,0,0,0,22795,22882,22795
South and the Channel Islands,2024-01-29,109,0,0,0,22795,22882,22795
South and the Channel Islands,2024-02-05,110,0,0,0,22795,22882,22795
South and the Channel Islands,2024-02-12,111,0,0,0,22795,22882,22795
South and the Channel Islands,2024-02-19,112,0,0,0,22795,22882,22795
South and the Channel Islands,2024-02-26,113,0,0,0,22795,22882,22795
South and the Channel Islands,2024-03-04,114,0,0,0,22795,22882,22795
South and the Channel Islands,2024-03-11,115,0,0,0,22795,22882,22795
South and the Channel Islands,2024-03-18,116,0,0,0,22795,22882,22795
South and the Channel Islands,2024-03-25,117,0,0,0,22795,22882,22795
South and the Channel Islands,2024-04-01,118,0,0,0,22795,22882,22795
South and the Channel Islands,2024-04-08,119,0,0,0,22795,22882,22795
South and the Channel Islands,2024-04-15,120,0,0,0,22795,22882,22795
South and the Channel Islands,2024-04-22,121,0,0,0,22795,22882,22795
South and the Channel Islands,2024-04-29,122,0,0,0,22795,22882,22795
South East,2023-11-20,99,0,71,0,22627,22698,22627
South East,2023-11-27,100,0,73,0,22627,22771,22627
South East,2023-12-04,101,0,73,0,22627,22844,22627
South East,2023-12-11,102,0,73,0,22627,22917,22627
South East,2023-12-18,103,0,72,0,22627,22989,22627
South East,2023-12-25,104,0,70,0,22627,23059,22627
South East,2024-01-01,105,0,67,0,22627,23126,22627
South East,2024-01-08,106,0,64,0,22627,23190,22627
South East,2024-01-15,107,0,60,0,22627,23250,22627
South East,2024-01-22,108,0,55,0,22627,23305,22627
South East,2024-01-29,109,0,51,0,22627,23356,22627
South East,2024-02-05,110,0,45,0,22627,23401,22627
South East,2024-02-12,111,0,40,0,22627,23441,22627
South East,2024-02-19,112,0,33,0,22627,23474,22627
South East,2024-02-26,113,0,27,0,22627,23501,22627
South East,2024-03-04,114,0,21,0,22627,23522,22627
South East,2024-03-11,115,0,14,0,22627,23536,22627
South East,2024-03-18,116,0,7,0,22627,23543,22627
South East,2024-03-25,117,0,0,0,22627,23543,22627
South East,2024-04-01,118,0,0,0,22627,23543,22627
South East,2024-04-08,119,0,0,0,22627,23543,22627
South East,2024-04-15,120,0,0,0,22627,23543,22627
South East,2024-04-22,121,0,0,0,22627,23543,22627
South East,2024-04-29,122,0,0,0,22627,23543,22627
London,2023-11-20,99,33,164,0,21978,22109,21945
London,2023-11-27,100,31,184,0,22009,22293,21945
London,2023-12-04,101,27,201,0,22036,22494,21945
London,2023-12-11,102,22,215,0,22058,22709,21945
London,2023-12-18,103,15,228,0,22073,22937,21945
London,2023-12-25,104,7,238,0,22080,23175,21945
London,2024-01-01,105,0,247,0,22080,23422,21945
London,2024-01-08,106,0,254,0,22080,23676,21945
London,2024-01-15,107,0,259,0,22080,23935,21945
London,2024-01-22,108,0,263,0,22080,24198,21945
London,2024-01-29,109,0,266,0,22080,24464,21945
London,2024-02-05,110,0,268,0,22080,24732,21945
London,2024-02-12,111,0,268,0,22080,25000,21945
London,2024-02-19,112,0,268,0,22080,25268,21945
London,2024-02-26,113,0,266,0,22080,25534,21945
London,2024-03-04,114,0,264,0,22080,25798,21945
London,2024-03-11,115,0,262,0,22080,26060,21945
London,2024-03-18,116,0,258,0,22080,26318,21945
London,2024-03-25,117,0,254,0,22080,26572,21945
London,2024-04-01,118,0,250,0,22080,26822,21945
London,2024-04-08,119,0,245,0,22080,27067,21945
London,2024-04-15,120,0,239,0,22080,27306,21945
London,2024-04-22,121,0,233,0,22080,27539,21945
London,2024-04-29,122,0,227,0,22080,27766,21945
Northern Ireland and Isle of Man,2023-11-20,99,6,16,0,1380,1390,1374
Northern Ireland and Isle of Man,2023-11-27,100,6,17,0,1386,1407,1374
Northern Ireland and Isle of Man,2023-12-04,101,6,17,0,1392,1424,1374
Northern Ireland and Isle of Man,2023-12-11,102,6,18,0,1398,1442,1374
Northern Ireland and Isle of Man,2023-12-18,103,5,18,0,1403,1460,1374
Northern Ireland and Isle of Man,2023-12-25,104,5,18,0,1408,1478,1374
Northern Ireland and Isle of Man,2024-01-01,105,5,19,0,1413,1497,1374
Northern Ireland and Isle of Man,2024-01-08,106,4,19,0,1417,1516,1374
Northern Ireland and Isle of Man,2024-01-15,107,4,19,0,1421,1535,1374
Northern Ireland and Isle of Man,2024-01-22,108,4,19,0,1425,1554,1374
Northern Ireland and Isle of Man,2024-01-29,109,3,20,0,1428,1574,1374
Northern Ireland and Isle of Man,2024-02-05,110,3,20,0,1431,1594,1374
Northern Ireland and Isle of Man,2024-02-12,111,3,20,0,1434,1614,1374
Northern Ireland and Isle of Man,2024-02-19,112,2,20,0,1436,1634,1374
Northern Ireland and Isle of Man,2024-02-26,113,2,20,0,1438,1654,1374
Northern Ireland and Isle of Man,2024-03-04,114,1,20,0,1439,1674,1374
Northern Ireland and Isle of Man,2024-03-11,115,1,20,0,1440,1694,1374
Northern Ireland and Isle of Man,2024-03-18,116,1,20,0,1441,1714,1374
Northern Ireland and Isle of Man,2024-03-25,117,0,20,0,1441,1734,1374
Northern Ireland and Isle of Man,2024-04-01,118,0,20,0,1441,1754,1374
Northern Ireland and Isle of Man,2024-04-08,119,0,20,0,1441,1774,1374
Northern Ireland and Isle of Man,2024-04-15,120,0,20,0,1441,1794,1374
Northern Ireland and Isle of Man,2024-04-22,121,0,20,0,1441,1814,1374
Northern Ireland and Isle of Man,2024-04-29,122,0,19,0,1441,1833,1374
Scotland,2023-11-20,99,0,28,0,5432,5460,5432
Scotland,2023-11-27,100,0,30,0,5432,5490,5432
Scotland,2023-12-04,101,0,31,0,5432,5521,5432
Scotland,2023-12-11,102,0,33,0,5432,5554,5432
Scotland,2023-12-18,103,0,33,0,5432,5587,5432
Scotland,2023-12-25,104,0,34,0,5432,5621,5432
Scotland,2024-01-01,105,0,34,0,5432,5655,5432
Scotland,2024-01-08,106,0,34,0,5432,5689,5432
Scotland,2024-01-15,107,0,34,0,5432,5723,5432
Scotland,2024-01-22,108,0,33,0,5432,5756,5432
Scotland,2024-01-29,109,0,33,0,5432,5789,5432
Scotland,2024-02-05,110,0,32,0,5432,5821,5432
Scotland,2024-02-12,111,0,31,0,5432,5852,5432
Scotland,2024-02-19,112,0,30,0,5432,5882,5432
Scotland,2024-02-26,113,0,28,0,5432,5910,5432
Scotland,2024-03-04,114,0,27,0,5432,5937,5432
Scotland,2024-03-11,115,0,26,0,5432,5963,5432
Scotland,2024-03-18,116,0,24,0,5432,5987,5432
Scotland,2024-03-25,117,0,23,0,5432,6010,5432
Scotland,2024-04-01,118,0,21,0,5432,6031,5432
Scotland,2024-04-08,119,0,19,0,5432,6050,5432
Scotland,2024-04-15,120,0,17,0,5432,6067,5432
Scotland,2024-04-22,121,0,16,0,5432,6083,5432
Scotland,2024-04-29,122,0,14,0,5432,6097,5432
Wales,2023-11-20,99,0,11,0,3961,3972,3961
Wales,2023-11-27,100,0,11,0,3961,3983,3961
Wales,2023-12-04,101,0,11,0,3961,3994,3961
Wales,2023-12-11,102,0,11,0,3961,4005,3961
Wales,2023-12-18,103,0,11,0,3961,4016,3961
Wales,2023-12-25,104,0,11,0,3961,4027,3961
Wales,2024-01-01,105,0,10,0,3961,4037,3961
Wales,2024-01-08,106,0,9,0,3961,4046,3961
Wales,2024-01-15,107,0,8,0,3961,4054,3961
Wales,2024-01-22,108,0,7,0,3961,4061,3961
Wales,2024-01-29,109,0,6,0,3961,4067,3961
Wales,2024-02-05,110,0,5,0,3961,4072,3961
Wales,2024-02-12,111,0,3,0,3961,4075,3961
Wales,2024-02-19,112,0,2,0,3961,4077,3961
Wales,2024-02-26,113,0,0,0,3961,4077,3961
Wales,2024-03-04,114,0,0,0,3961,4077,3961
Wales,2024-03-11,115,0,0,0,3961,4077,3961
Wales,2024-03-18,116,0,0,0,3961,4077,3961
Wales,2024-03-25,117,0,0,0,3961,4077,3961
Wales,2024-04-01,118,0,0,0,3961,4077,3961
Wales,2024-04-08,119,0,0,0,3961,4077,3961
Wales,2024-04-15,120,0,0,0,3961,4077,3961
Wales,2024-04-22,121,0,0,0,3961,4077,3961
Wales,2024-04-29,122,0,0,0,3961,4077,3961
