Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2022-10-31,44,9212,13015,4575,19826,17292,14832,20657,17534,15050,18995,17051,14614,422,862,0.06503482872901996,0.03381745169002552,0.03381745169002552,0.1064182751660604,0.048544394298554464,0.048544394298554464,0.02365138229197953,0.019090509081496582,0.019090509081496582,1306,555,500,2137,796,718,475,313,282,2361,3651,1070,144034,145324,142743
2022-11-07,45,8538,12474,4088,19517,18092,14817,21188,18593,15258,17777,17585,14370,306,844,0.06503482872901996,0.03381745169002552,0.03381745169002552,0.1064182751660604,0.048544394298554464,0.048544394298554464,0.02365138229197953,0.019090509081496582,0.019090509081496582,1289,585,502,2198,851,731,449,326,279,2376,3780,1054,146410,149104,143797
2022-11-14,46,7820,11973,3653,19157,18808,14751,21677,19585,15419,16431,18010,14064,191,827,0.06503482872901996,0.03381745169002552,0.03381745169002552,0.1064182751660604,0.048544394298554464,0.048544394298554464,0.02365138229197953,0.019090509081496582,0.019090509081496582,1269,612,501,2255,903,741,420,336,274,2382,3899,1030,148792,153003,144827
2022-11-21,47,7063,11508,3264,18743,19446,14641,22120,20515,15540,14956,18333,13704,75,809,0.06503482872901996,0.03381745169002552,0.03381745169002552,0.1064182751660604,0.048544394298554464,0.048544394298554464,0.02365138229197953,0.019090509081496582,0.019090509081496582,1246,636,499,2307,951,749,389,344,268,2381,4007,1001,151173,157010,145828
2022-11-28,48,6311,11075,2917,18276,20013,14493,22518,21390,15625,13354,18562,13297,0,792,0.06503482872901996,0.03381745169002552,0.03381745169002552,0.1064182751660604,0.048544394298554464,0.048544394298554464,0.02365138229197953,0.019090509081496582,0.019090509081496582,1219,658,495,2354,996,754,354,350,262,2372,4104,966,153545,161114,146794
2022-12-05,49,5639,10670,2607,17759,20515,14313,22874,22215,15681,11630,18703,12848,0,774,0.06503482872901996,0.03381745169002552,0.03381745169002552,0.1064182751660604,0.048544394298554464,0.048544394298554464,0.02365138229197953,0.019090509081496582,0.019090509081496582,1189,677,490,2396,1038,759,316,354,254,2356,4193,924,155901,165307,147718
2022-12-12,50,5039,10291,2330,17204,20957,14106,23199,22994,15713,9796,18761,12364,0,757,0.06503482872901996,0.03381745169002552,0.03381745169002552,0.1064182751660604,0.048544394298554464,0.048544394298554464,0.02365138229197953,0.019090509081496582,0.019090509081496582,1155,694,484,2434,1078,761,275,357,245,2333,4273,877,158234,169580,148595
2022-12-19,51,4503,9936,2082,16621,21343,13877,23503,23731,15725,7863,18740,11849,0,740,0.06503482872901996,0.03381745169002552,0.03381745169002552,0.1064182751660604,0.048544394298554464,0.048544394298554464,0.02365138229197953,0.019090509081496582,0.019090509081496582,1119,709,477,2469,1116,763,232,358,236,2305,4348,826,160539,173928,149421
2022-12-26,52,4024,9601,1860,16019,21678,13630,23796,24430,15721,5841,18645,11308,0,722,0.06503482872901996,0.03381745169002552,0.03381745169002552,0.1064182751660604,0.048544394298554464,0.048544394298554464,0.02365138229197953,0.019090509081496582,0.019090509081496582,1081,722,469,2501,1152,763,186,358,226,2272,4416,770,162811,178344,150191
2023-01-02,53,3596,9284,1662,15405,21967,13367,24086,25096,15703,3737,18481,10743,0,705,0.06503482872901996,0.03381745169002552,0.03381745169002552,0.1064182751660604,0.048544394298554464,0.048544394298554464,0.02365138229197953,0.019090509081496582,0.019090509081496582,1042,733,461,2532,1186,763,138,356,216,2236,4481,710,165047,182825,150901
