Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-03-20,64,20956,21600,5743,23869,20188,15229,24467,20394,15400,23234,19983,15058,0,0,0.027513179531703107,0.023128298906486062,0.023128298906486062,0.05666464153908435,0.034678805320378855,0.034678805320378855,0,0.011577792492593265,0.011577792492593265,598,412,343,1233,617,514,0,206,172,1353,2364,378,167939,168950,166964
2023-03-27,65,18551,19121,5084,25617,22209,15542,26872,22647,15889,24253,21767,15192,0,0,0.027513179531703107,0.02269769151171513,0.02269769151171513,0.05666464153908435,0.03408635169170618,0.03408635169170618,0,0.011309031331724083,0.011309031331724083,657,458,346,1386,695,525,0,226,170,1461,2606,396,169400,171556,167360
2023-04-03,66,16422,16927,4501,27041,23908,15779,29001,24601,16304,24859,23202,15243,0,0,0.027513179531703107,0.022267084116944197,0.022267084116944197,0.05666464153908435,0.033493898063033496,0.033493898063033496,0,0.011040270170854898,0.011040270170854898,705,495,346,1523,759,532,0,240,168,1546,2814,408,170946,174370,167768
2023-04-10,67,14538,14985,3985,28181,25328,15950,30885,26293,16656,25100,24335,15223,0,0,0.027513179531703107,0.021836476722173266,0.021836476722173266,0.05666464153908435,0.03290144443436081,0.03290144443436081,0,0.010771509009985716,0.010771509009985716,744,522,345,1643,809,536,0,250,164,1611,2988,414,172557,177358,168182
2023-04-17,68,12870,13265,3528,29074,26506,16066,32553,27757,16953,25018,25205,15142,0,0,0.027513179531703107,0.021405869327402335,0.021405869327402335,0.05666464153908435,0.03230899080568814,0.03230899080568814,0,0.010502747849116532,0.010502747849116532,775,542,341,1750,850,538,0,256,160,1658,3138,416,174215,180496,168598
2023-04-24,69,11393,11743,3123,29751,27472,16134,34030,29021,17203,24650,25847,15009,0,0,0.027513179531703107,0.020975261932631405,0.020975261932631405,0.05666464153908435,0.03171653717701546,0.03171653717701546,0,0.01023398668824735,0.01023398668824735,800,556,337,1845,880,538,0,258,155,1693,3263,413,175908,183759,169011
2023-05-01,70,10086,10396,2765,30239,28255,16161,35337,30110,17411,24029,26291,14832,0,0,0.027513179531703107,0.020544654537860474,0.020544654537860474,0.05666464153908435,0.031124083548342778,0.031124083548342778,0,0.009965225527378172,0.009965225527378172,819,564,331,1928,903,535,0,258,150,1714,3366,408,177622,187125,169419
2023-05-08,71,8929,9203,2448,30564,28880,16153,36494,31048,17584,23184,26565,14617,0,0,0.027513179531703107,0.020114047143089543,0.020114047143089543,0.05666464153908435,0.030531629919670098,0.030531629919670098,0,0.009696464366508988,0.009696464366508988,832,568,325,2002,919,532,0,255,144,1725,3453,399,179347,190578,169818
2023-05-15,72,7904,8147,2167,30748,29368,16116,37519,31854,17727,22141,26691,14372,0,0,0.027513179531703107,0.01968343974831861,0.01968343974831861,0.05666464153908435,0.02993917629099741,0.02993917629099741,0,0.009427703205639805,0.009427703205639805,841,568,318,2068,930,526,0,250,138,1727,3524,388,181074,194102,170206
2023-05-22,73,6997,7212,1918,30809,29738,16055,38426,32545,17844,20922,26691,14101,0,0,0.027513179531703107,0.019252832353547678,0.019252832353547678,0.05666464153908435,0.029346722662324735,0.029346722662324735,0,0.009158942044770621,0.009158942044770621,846,565,310,2126,935,520,0,244,132,1721,3581,376,182795,197683,170582
