Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
South and the Channel Islands,2024-02-19,112,0,0,0,22689,22760,22689
South and the Channel Islands,2024-02-26,113,0,0,0,22689,22760,22689
South and the Channel Islands,2024-03-04,114,0,0,0,22689,22760,22689
South and the Channel Islands,2024-03-11,115,0,0,0,22689,22760,22689
South and the Channel Islands,2024-03-18,116,0,0,0,22689,22760,22689
South and the Channel Islands,2024-03-25,117,0,0,0,22689,22760,22689
South and the Channel Islands,2024-04-01,118,0,0,0,22689,22760,22689
South and the Channel Islands,2024-04-08,119,0,0,0,22689,22760,22689
South and the Channel Islands,2024-04-15,120,0,0,0,22689,22760,22689
South and the Channel Islands,2024-04-22,121,0,0,0,22689,22760,22689
South East,2023-11-13,98,0,71,0,22554,22625,22554
South East,2023-11-20,99,0,73,0,22554,22698,22554
South East,2023-11-27,100,0,74,0,22554,22772,22554
South East,2023-12-04,101,0,74,0,22554,22846,22554
South East,2023-12-11,102,0,73,0,22554,22919,22554
South East,2023-12-18,103,0,71,0,22554,22990,22554
South East,2023-12-25,104,0,68,0,22554,23058,22554
South East,2024-01-01,105,0,65,0,22554,23123,22554
South East,2024-01-08,106,0,61,0,22554,23184,22554
South East,2024-01-15,107,0,57,0,22554,23241,22554
South East,2024-01-22,108,0,52,0,22554,23293,22554
South East,2024-01-29,109,0,47,0,22554,23340,22554
South East,2024-02-05,110,0,41,0,22554,23381,22554
South East,2024-02-12,111,0,35,0,22554,23416,22554
South East,2024-02-19,112,0,29,0,22554,23445,22554
South East,2024-02-26,113,0,22,0,22554,23467,22554
South East,2024-03-04,114,0,15,0,22554,23482,22554
South East,2024-03-11,115,0,8,0,22554,23490,22554
South East,2024-03-18,116,0,1,0,22554,23491,22554
South East,2024-03-25,117,0,0,0,22554,23491,22554
South East,2024-04-01,118,0,0,0,22554,23491,22554
South East,2024-04-08,119,0,0,0,22554,23491,22554
South East,2024-04-15,120,0,0,0,22554,23491,22554
South East,2024-04-22,121,0,0,0,22554,23491,22554
London,2023-11-13,98,33,163,0,21836,21966,21803
London,2023-11-20,99,31,183,0,21867,22149,21803
London,2023-11-27,100,27,200,0,21894,22349,21803
London,2023-12-04,101,22,215,0,21916,22564,21803
London,2023-12-11,102,15,228,0,21931,22792,21803
London,2023-12-18,103,7,238,0,21938,23030,21803
London,2023-12-25,104,0,247,0,21938,23277,21803
London,2024-01-01,105,0,254,0,21938,23531,21803
London,2024-01-08,106,0,259,0,21938,23790,21803
London,2024-01-15,107,0,264,0,21938,24054,21803
London,2024-01-22,108,0,266,0,21938,24320,21803
London,2024-01-29,109,0,268,0,21938,24588,21803
London,2024-02-05,110,0,269,0,21938,24857,21803
London,2024-02-12,111,0,268,0,21938,25125,21803
London,2024-02-19,112,0,267,0,21938,25392,21803
London,2024-02-26,113,0,265,0,21938,25657,21803
London,2024-03-04,114,0,262,0,21938,25919,21803
London,2024-03-11,115,0,259,0,21938,26178,21803
London,2024-03-18,116,0,255,0,21938,26433,21803
London,2024-03-25,117,0,251,0,21938,26684,21803
London,2024-04-01,118,0,246,0,21938,26930,21803
London,2024-04-08,119,0,240,0,21938,27170,21803
London,2024-04-15,120,0,235,0,21938,27405,21803
London,2024-04-22,121,0,229,0,21938,27634,21803
Northern Ireland and Isle of Man,2023-11-13,98,6,16,0,1361,1371,1355
Northern Ireland and Isle of Man,2023-11-20,99,6,17,0,1367,1388,1355
Northern Ireland and Isle of Man,2023-11-27,100,5,17,0,1372,1405,1355
Northern Ireland and Isle of Man,2023-12-04,101,5,18,0,1377,1423,1355
Northern Ireland and Isle of Man,2023-12-11,102,5,18,0,1382,1441,1355
Northern Ireland and Isle of Man,2023-12-18,103,5,18,0,1387,1459,1355
Northern Ireland and Isle of Man,2023-12-25,104,4,19,0,1391,1478,1355
Northern Ireland and Isle of Man,2024-01-01,105,4,19,0,1395,1497,1355
Northern Ireland and Isle of Man,2024-01-08,106,4,19,0,1399,1516,1355
Northern Ireland and Isle of Man,2024-01-15,107,3,19,0,1402,1535,1355
Northern Ireland and Isle of Man,2024-01-22,108,3,19,0,1405,1554,1355
Northern Ireland and Isle of Man,2024-01-29,109,3,19,0,1408,1573,1355
Northern Ireland and Isle of Man,2024-02-05,110,2,19,0,1410,1592,1355
Northern Ireland and Isle of Man,2024-02-12,111,2,19,0,1412,1611,1355
Northern Ireland and Isle of Man,2024-02-19,112,1,20,0,1413,1631,1355
Northern Ireland and Isle of Man,2024-02-26,113,1,20,0,1414,1651,1355
Northern Ireland and Isle of Man,2024-03-04,114,0,19,0,1414,1670,1355
Northern Ireland and Isle of Man,2024-03-11,115,0,19,0,1414,1689,1355
Northern Ireland and Isle of Man,2024-03-18,116,0,19,0,1414,1708,1355
Northern Ireland and Isle of Man,2024-03-25,117,0,19,0,1414,1727,1355
Northern Ireland and Isle of Man,2024-04-01,118,0,19,0,1414,1746,1355
Northern Ireland and Isle of Man,2024-04-08,119,0,19,0,1414,1765,1355
Northern Ireland and Isle of Man,2024-04-15,120,0,19,0,1414,1784,1355
Northern Ireland and Isle of Man,2024-04-22,121,0,19,0,1414,1803,1355
Scotland,2023-11-13,98,0,28,0,5413,5441,5413
Scotland,2023-11-20,99,0,30,0,5413,5471,5413
Scotland,2023-11-27,100,0,32,0,5413,5503,5413
Scotland,2023-12-04,101,0,33,0,5413,5536,5413
Scotland,2023-12-11,102,0,34,0,5413,5570,5413
Scotland,2023-12-18,103,0,34,0,5413,5604,5413
Scotland,2023-12-25,104,0,35,0,5413,5639,5413
Scotland,2024-01-01,105,0,35,0,5413,5674,5413
Scotland,2024-01-08,106,0,35,0,5413,5709,5413
Scotland,2024-01-15,107,0,34,0,5413,5743,5413
Scotland,2024-01-22,108,0,33,0,5413,5776,5413
Scotland,2024-01-29,109,0,33,0,5413,5809,5413
Scotland,2024-02-05,110,0,32,0,5413,5841,5413
Scotland,2024-02-12,111,0,31,0,5413,5872,5413
Scotland,2024-02-19,112,0,30,0,5413,5902,5413
Scotland,2024-02-26,113,0,28,0,5413,5930,5413
Scotland,2024-03-04,114,0,27,0,5413,5957,5413
Scotland,2024-03-11,115,0,25,0,5413,5982,5413
Scotland,2024-03-18,116,0,24,0,5413,6006,5413
Scotland,2024-03-25,117,0,22,0,5413,6028,5413
Scotland,2024-04-01,118,0,21,0,5413,6049,5413
Scotland,2024-04-08,119,0,19,0,5413,6068,5413
Scotland,2024-04-15,120,0,17,0,5413,6085,5413
Scotland,2024-04-22,121,0,15,0,5413,6100,5413
Wales,2023-11-13,98,0,10,0,3935,3945,3935
Wales,2023-11-20,99,0,11,0,3935,3956,3935
Wales,2023-11-27,100,0,11,0,3935,3967,3935
Wales,2023-12-04,101,0,11,0,3935,3978,3935
Wales,2023-12-11,102,0,10,0,3935,3988,3935
Wales,2023-12-18,103,0,10,0,3935,3998,3935
Wales,2023-12-25,104,0,9,0,3935,4007,3935
Wales,2024-01-01,105,0,8,0,3935,4015,3935
Wales,2024-01-08,106,0,7,0,3935,4022,3935
Wales,2024-01-15,107,0,6,0,3935,4028,3935
Wales,2024-01-22,108,0,5,0,3935,4033,3935
Wales,2024-01-29,109,0,3,0,3935,4036,3935
Wales,2024-02-05,110,0,2,0,3935,4038,3935
Wales,2024-02-12,111,0,0,0,3935,4038,3935
Wales,2024-02-19,112,0,0,0,3935,4038,3935
Wales,2024-02-26,113,0,0,0,3935,4038,3935
Wales,2024-03-04,114,0,0,0,3935,4038,3935
Wales,2024-03-11,115,0,0,0,3935,4038,3935
Wales,2024-03-18,116,0,0,0,3935,4038,3935
Wales,2024-03-25,117,0,0,0,3935,4038,3935
Wales,2024-04-01,118,0,0,0,3935,4038,3935
Wales,2024-04-08,119,0,0,0,3935,4038,3935
Wales,2024-04-15,120,0,0,0,3935,4038,3935
Wales,2024-04-22,121,0,0,0,3935,4038,3935
