Region,Date,Week,Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
North,2023-07-24,82,0,90,0,16160,16250,16160
North,2023-07-31,83,0,94,0,16160,16344,16160
North,2023-08-07,84,0,97,0,16160,16441,16160
North,2023-08-14,85,0,99,0,16160,16540,16160
North,2023-08-21,86,0,100,0,16160,16640,16160
North,2023-08-28,87,0,100,0,16160,16740,16160
North,2023-09-04,88,0,98,0,16160,16838,16160
North,2023-09-11,89,0,97,0,16160,16935,16160
North,2023-09-18,90,0,94,0,16160,17029,16160
North,2023-09-25,91,0,91,0,16160,17120,16160
North,2023-10-02,92,0,87,0,16160,17207,16160
North,2023-10-09,93,0,82,0,16160,17289,16160
North,2023-10-16,94,0,78,0,16160,17367,16160
North,2023-10-23,95,0,72,0,16160,17439,16160
North,2023-10-30,96,0,67,0,16160,17506,16160
North,2023-11-06,97,0,61,0,16160,17567,16160
North,2023-11-13,98,0,54,0,16160,17621,16160
North,2023-11-20,99,0,48,0,16160,17669,16160
North,2023-11-27,100,0,41,0,16160,17710,16160
North,2023-12-04,101,0,34,0,16160,17744,16160
North,2023-12-11,102,0,27,0,16160,17771,16160
North,2023-12-18,103,0,20,0,16160,17791,16160
North,2023-12-25,104,0,12,0,16160,17803,16160
North,2024-01-01,105,0,4,0,16160,17807,16160
Central,2023-07-24,82,0,132,0,23296,23428,23296
Central,2023-07-31,83,0,138,0,23296,23566,23296
Central,2023-08-07,84,0,141,0,23296,23707,23296
Central,2023-08-14,85,0,144,0,23296,23851,23296
Central,2023-08-21,86,0,144,0,23296,23995,23296
Central,2023-08-28,87,0,143,0,23296,24138,23296
Central,2023-09-04,88,0,142,0,23296,24280,23296
Central,2023-09-11,89,0,139,0,23296,24419,23296
Central,2023-09-18,90,0,135,0,23296,24554,23296
Central,2023-09-25,91,0,130,0,23296,24684,23296
Central,2023-10-02,92,0,124,0,23296,24808,23296
Central,2023-10-09,93,0,118,0,23296,24926,23296
Central,2023-10-16,94,0,111,0,23296,25037,23296
Central,2023-10-23,95,0,103,0,23296,25140,23296
Central,2023-10-30,96,0,95,0,23296,25235,23296
Central,2023-11-06,97,0,87,0,23296,25322,23296
Central,2023-11-13,98,0,78,0,23296,25400,23296
Central,2023-11-20,99,0,69,0,23296,25469,23296
Central,2023-11-27,100,0,59,0,23296,25528,23296
Central,2023-12-04,101,0,49,0,23296,25577,23296
Central,2023-12-11,102,0,39,0,23296,25616,23296
Central,2023-12-18,103,0,29,0,23296,25645,23296
Central,2023-12-25,104,0,18,0,23296,25663,23296
Central,2024-01-01,105,0,7,0,23296,25670,23296
South and the Channel Islands,2023-07-24,82,0,95,0,23018,23113,23018
South and the Channel Islands,2023-07-31,83,0,97,0,23018,23210,23018
South and the Channel Islands,2023-08-07,84,0,98,0,23018,23308,23018
South and the Channel Islands,2023-08-14,85,0,97,0,23018,23405,23018
South and the Channel Islands,2023-08-21,86,0,95,0,23018,23500,23018
South and the Channel Islands,2023-08-28,87,0,92,0,23018,23592,23018
South and the Channel Islands,2023-09-04,88,0,88,0,23018,23680,23018
South and the Channel Islands,2023-09-11,89,0,84,0,23018,23764,23018
South and the Channel Islands,2023-09-18,90,0,79,0,23018,23843,23018
South and the Channel Islands,2023-09-25,91,0,73,0,23018,23916,23018
South and the Channel Islands,2023-10-02,92,0,66,0,23018,23982,23018
South and the Channel Islands,2023-10-09,93,0,59,0,23018,24041,23018
South and the Channel Islands,2023-10-16,94,0,52,0,23018,24093,23018
South and the Channel Islands,2023-10-23,95,0,44,0,23018,24137,23018
South and the Channel Islands,2023-10-30,96,0,36,0,23018,24173,23018
South and the Channel Islands,2023-11-06,97,0,27,0,23018,24200,23018
South and the Channel Islands,2023-11-13,98,0,18,0,23018,24218,23018
South and the Channel Islands,2023-11-20,99,0,9,0,23018,24227,23018
South and the Channel Islands,2023-11-27,100,0,0,0,23018,24227,23018
South and the Channel Islands,2023-12-04,101,0,0,0,23018,24227,23018
South and the Channel Islands,2023-12-11,102,0,0,0,23018,24227,23018
South and the Channel Islands,2023-12-18,103,0,0,0,23018,24227,23018
South and the Channel Islands,2023-12-25,104,0,0,0,23018,24227,23018
South and the Channel Islands,2024-01-01,105,0,0,0,23018,24227,23018
South East,2023-07-24,82,0,100,0,21245,21345,21245
South East,2023-07-31,83,0,103,0,21245,21448,21245
South East,2023-08-07,84,0,105,0,21245,21553,21245
South East,2023-08-14,85,0,105,0,21245,21658,21245
South East,2023-08-21,86,0,104,0,21245,21762,21245
South East,2023-08-28,87,0,102,0,21245,21864,21245
South East,2023-09-04,88,0,99,0,21245,21963,21245
South East,2023-09-11,89,0,96,0,21245,22059,21245
South East,2023-09-18,90,0,92,0,21245,22151,21245
South East,2023-09-25,91,0,87,0,21245,22238,21245
South East,2023-10-02,92,0,82,0,21245,22320,21245
South East,2023-10-09,93,0,76,0,21245,22396,21245
South East,2023-10-16,94,0,69,0,21245,22465,21245
South East,2023-10-23,95,0,63,0,21245,22528,21245
South East,2023-10-30,96,0,55,0,21245,22583,21245
South East,2023-11-06,97,0,48,0,21245,22631,21245
South East,2023-11-13,98,0,40,0,21245,22671,21245
South East,2023-11-20,99,0,32,0,21245,22703,21245
South East,2023-11-27,100,0,24,0,21245,22727,21245
South East,2023-12-04,101,0,16,0,21245,22743,21245
South East,2023-12-11,102,0,7,0,21245,22750,21245
South East,2023-12-18,103,0,0,0,21245,22750,21245
South East,2023-12-25,104,0,0,0,21245,22750,21245
South East,2024-01-01,105,0,0,0,21245,22750,21245
London,2023-07-24,82,41,190,0,19551,19700,19510
London,2023-07-31,83,38,210,0,19589,19910,19510
London,2023-08-07,84,33,228,0,19622,20138,19510
London,2023-08-14,85,26,243,0,19648,20381,19510
London,2023-08-21,86,18,257,0,19666,20638,19510
London,2023-08-28,87,8,268,0,19674,20906,19510
London,2023-09-04,88,0,277,0,19674,21183,19510
London,2023-09-11,89,0,284,0,19674,21467,19510
London,2023-09-18,90,0,290,0,19674,21757,19510
London,2023-09-25,91,0,295,0,19674,22052,19510
London,2023-10-02,92,0,298,0,19674,22350,19510
London,2023-10-09,93,0,300,0,19674,22650,19510
London,2023-10-16,94,0,301,0,19674,22951,19510
London,2023-10-23,95,0,301,0,19674,23252,19510
London,2023-10-30,96,0,300,0,19674,23552,19510
London,2023-11-06,97,0,298,0,19674,23850,19510
London,2023-11-13,98,0,295,0,19674,24145,19510
London,2023-11-20,99,0,292,0,19674,24437,19510
London,2023-11-27,100,0,288,0,19674,24725,19510
London,2023-12-04,101,0,284,0,19674,25009,19510
London,2023-12-11,102,0,279,0,19674,25288,19510
London,2023-12-18,103,0,274,0,19674,25562,19510
London,2023-12-25,104,0,268,0,19674,25830,19510
London,2024-01-01,105,0,262,0,19674,26092,19510
Northern Ireland and Isle of Man,2023-07-24,82,6,19,0,1158,1171,1152
Northern Ireland and Isle of Man,2023-07-31,83,6,19,0,1164,1190,1152
Northern Ireland and Isle of Man,2023-08-07,84,5,20,0,1169,1210,1152
Northern Ireland and Isle of Man,2023-08-14,85,5,20,0,1174,1230,1152
