Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-04-03,66,21031,22726,5735,24351,19997,15094,24976,20182,15249,23727,19812,14938,0,0,0.0285579117424082,0.021546294184851898,0.021546294184851898,0.05651485315519406,0.03213706561396782,0.03213706561396782,6.009703296223357e-4,0.010955522755735978,0.010955522755735978,638,377,316,1262,562,472,13,192,161,1331,2296,366,169887,170852,168922
2023-04-10,67,18670,20174,5091,26017,22127,15420,27323,22523,15734,24676,21728,15102,0,0,0.0285579117424082,0.021085884591301663,0.021085884591301663,0.05651485315519406,0.031505347651462706,0.031505347651462706,6.009703296223357e-4,0.010666421531140618,0.010666421531140618,695,422,318,1412,636,480,14,211,159,1435,2528,384,171322,173380,169306
2023-04-17,68,16574,17909,4519,27370,23936,15674,29404,24563,16149,25228,23298,15188,0,0,0.0285579117424082,0.020625474997751424,0.020625474997751424,0.05651485315519406,0.030873629688957592,0.030873629688957592,6.009703296223357e-4,0.010377320306545257,0.010377320306545257,743,456,318,1544,695,486,15,225,157,1517,2725,397,172839,176105,169703
2023-04-24,69,14713,15898,4012,28449,25464,15865,31250,26339,16503,25427,24566,15207,0,0,0.0285579117424082,0.020165065404201186,0.020165065404201186,0.05651485315519406,0.03024191172645248,0.03024191172645248,6.009703296223357e-4,0.01008821908194989,0.01008821908194989,782,483,316,1662,743,488,15,235,153,1581,2893,403,174420,178998,170106
2023-05-01,70,13061,14113,3562,29289,26747,16002,32887,27883,16804,25313,25571,15168,0,0,0.0285579117424082,0.019704655810650947,0.019704655810650947,0.05651485315519406,0.029610193763947367,0.029610193763947367,6.009703296223357e-4,0.009799117857354527,0.009799117857354527,812,502,313,1766,780,489,15,241,149,1627,3035,405,176047,182033,170511
2023-05-08,71,11594,12528,3162,29920,27817,16094,34339,29225,17060,24921,26348,15081,0,0,0.0285579117424082,0.01924424621710071,0.01924424621710071,0.05651485315519406,0.028978475801442253,0.028978475801442253,6.009703296223357e-4,0.009510016632759164,0.009510016632759164,836,515,308,1859,808,487,15,243,144,1659,3154,402,177706,185187,170913
2023-05-15,72,10292,11121,2807,30368,28701,16147,35626,30389,17276,24282,26927,14952,0,0,0.0285579117424082,0.01878383662355047,0.01878383662355047,0.05651485315519406,0.02834675783893714,0.02834675783893714,6.009703296223357e-4,0.009220915408163801,0.009220915408163801,854,523,302,1941,828,484,15,243,139,1679,3253,397,179385,188440,171310
2023-05-22,73,9136,9872,2492,30657,29424,16166,36767,31397,17457,23425,27334,14788,0,0,0.0285579117424082,0.01832342703000023,0.01832342703000023,0.05651485315519406,0.027715039876432025,0.027715039876432025,6.009703296223357e-4,0.008931814183568438,0.008931814183568438,867,526,296,2013,842,479,15,241,134,1689,3334,390,181074,191774,171700
2023-05-29,74,8110,8764,2212,30808,30006,16157,37779,32269,17609,22373,27592,14595,0,0,0.0285579117424082,0.017863017436449993,0.017863017436449993,0.05651485315519406,0.027083321913926914,0.027083321913926914,6.009703296223357e-4,0.008642712958973073,0.008642712958973073,875,526,289,2078,850,473,14,236,128,1690,3401,378,182764,195175,172078
2023-06-05,75,7199,7780,1964,30839,30468,16124,38677,33023,17735,21149,27722,14377,0,0,0.0285579117424082,0.017402607842899754,0.017402607842899754,0.05651485315519406,0.0264516039514218,0.0264516039514218,6.009703296223357e-4,0.00835361173437771,0.00835361173437771,880,522,281,2135,854,466,13,230,122,1683,3455,365,184447,198630,172443
2023-06-12,76,6391,6906,1743,30766,30826,16072,39472,33673,17840,19771,27743,14140,0,0,0.0285579117424082,0.016942198249349515,0.016942198249349515,0.05651485315519406,0.025819885988916685,0.025819885988916685,6.009703296223357e-4,0.008064510509782345,0.008064510509782345,881,516,273,2186,853,458,13,224,116,1670,3497,353,186117,202127,172796
2023-06-19,77,5673,6131,1547,30605,31093,16003,40178,34232,17926,18258,27670,13887,0,0,0.0285579117424082,0.016481788655799277,0.016481788655799277,0.05651485315519406,0.02518816802641157,0.02518816802641157,6.009703296223357e-4,0.007775409285186984,0.007775409285186984,879,508,265,2231,848,449,12,216,110,1652,3528,338,187769,205655,173134
2023-06-26,78,5036,5443,1373,30368,31283,15921,40804,34713,17996,16624,27517,13621,0,0,0.0285579117424082,0.016021379062249038,0.016021379062249038,0.05651485315519406,0.024556450063906457,0.024556450063906457,6.009703296223357e-4,0.007486308060591621,0.007486308060591621,874,498,256,2271,841,440,11,207,104,1628,3552,322,189397,209207,173456
