Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-09-18,90,27571,29419,5747,25259,19248,14268,25739,19333,14341,24780,19130,14167,331,252,0.02664806664094538,0.005355817764578087,0.005355817764578087,0.0478121545431333,0.012741558337509212,0.012741558337509212,0.005483978738757465,0,0,604,85,73,1083,203,174,124,0,0,762,1460,124,187430,188128,186792
2023-09-25,91,24974,26560,5142,27489,22254,14805,28506,22431,14946,26452,21996,14600,306,239,0.02664806664094538,0.004790086931244219,0.004790086931244219,0.0478121545431333,0.012014448660819837,0.012014448660819837,0.005483978738757465,0,0,673,92,68,1231,232,172,136,0,0,833,1635,136,188263,189763,186928
2023-10-02,92,22624,23990,4601,29386,24957,15283,30991,25228,15487,27719,24540,14972,280,227,0.02664806664094538,0.00422435609791035,0.00422435609791035,0.0478121545431333,0.011287338984130462,0.011287338984130462,0.005483978738757465,0,0,733,94,63,1363,253,169,145,0,0,890,1785,145,189153,191548,187073
2023-10-09,93,20497,21678,4117,30985,27392,15711,33221,27754,15971,28619,26800,15292,255,214,0.02664806664094538,0.003658625264576482,0.003658625264576482,0.0478121545431333,0.010560229307441087,0.010560229307441087,0.005483978738757465,0,0,783,91,56,1482,266,164,152,0,0,930,1912,152,190083,193460,187225
2023-10-16,94,18568,19596,3684,32317,29590,16095,35222,30037,16404,29189,28810,15568,229,201,0.02664806664094538,0.0030928944312426133,0.0030928944312426133,0.0478121545431333,0.009833119630751713,0.009833119630751713,0.005483978738757465,0,0,826,85,49,1588,273,157,157,0,0,960,2018,157,191043,195478,187382
2023-10-23,95,16817,17721,3296,33411,31578,16442,37017,32100,16792,29460,30599,15807,204,188,0.02664806664094538,0.002527163597908745,0.002527163597908745,0.0478121545431333,0.009106009954062336,0.009106009954062336,0.005483978738757465,0,0,861,75,41,1684,274,149,160,0,0,977,2107,160,192020,197585,187542
2023-10-30,96,15225,16030,2949,34292,33382,16757,38626,33966,17139,29461,32196,16013,179,175,0.02664806664094538,0.0019614327645748764,0.0019614327645748764,0.0478121545431333,0.00837890027737296,0.00837890027737296,0.005483978738757465,0,0,890,62,32,1770,269,141,162,0,0,984,2180,162,193004,199765,187704
2023-11-06,97,13775,14504,2638,34981,35023,17045,40067,35654,17450,29217,33624,16193,153,162,0.02664806664094538,0.001395701931241008,0.001395701931241008,0.0478121545431333,0.007651790600683586,0.007651790600683586,0.005483978738757465,0,0,914,47,23,1847,260,131,162,0,0,984,2238,162,193988,202003,187866
2023-11-13,98,12453,13126,2360,35499,36521,17309,41357,37181,17728,28751,34904,16350,128,149,0.02664806664094538,8.299710979071395e-4,8.299710979071395e-4,0.0478121545431333,0.00692468092399421,0.00692468092399421,0.005483978738757465,0,0,932,29,14,1916,247,121,160,0,0,975,2284,160,194963,204287,188026
2023-11-20,99,11245,11881,2112,35864,37893,17552,42510,38563,17976,28085,36056,16488,103,137,0.02664806664094538,2.6424026457327107e-4,2.6424026457327107e-4,0.0478121545431333,0.006197571247304834,0.006197571247304834,0.005483978738757465,0,0,946,10,5,1977,230,110,158,0,0,961,2317,158,195924,206604,188184
