Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2022-12-26,52,11809,15804,2064,15489,25383,14576,23284,27597,16175,6070,23021,12855,7108,3267,0.15566884233555536,0.09213625043831189,0.08686153428853957,0.17383603852847807,0.10235297901397479,0.09945240966089225,0.13750164614263266,0.08191952186264899,0.0742706589161869,2752,2423,1363,4181,2875,1690,1332,1998,1062,6538,8746,4392,162244,175746,150636
2023-01-02,53,12621,16723,1843,14344,24739,13531,23715,27406,15441,3288,21891,11467,2078,2614,0.15566884233555536,0.09213625043831189,0.08686153428853957,0.17383603852847807,0.10235297901397479,0.09945240966089225,0.13750164614263266,0.08191952186264899,0.0742706589161869,2411,2339,1266,4048,2825,1609,835,1886,955,6016,8482,3676,168260,184228,154312
2023-01-09,54,13233,16890,1645,13464,24253,12554,24616,27406,14787,1353,20879,10129,1965,1960,0.15566884233555536,0.09213625043831189,0.08686153428853957,0.17383603852847807,0.10235297901397479,0.09945240966089225,0.13750164614263266,0.08191952186264899,0.0742706589161869,2233,2279,1175,4123,2805,1536,452,1793,852,5687,8464,3097,173947,192692,157409
2023-01-16,55,13974,16666,1469,12787,23829,11640,25849,27507,14211,1419,19885,8834,2160,1587,0.15566884233555536,0.09213625043831189,0.08686153428853957,0.17383603852847807,0.10235297901397479,0.09945240966089225,0.13750164614263266,0.08191952186264899,0.0742706589161869,2096,2235,1090,4279,2805,1471,186,1710,752,5421,8555,2648,179368,201247,160057
2023-01-23,56,13977,16093,1311,12294,23420,10787,27152,27665,13713,1498,18857,7579,1501,1214,0.15566884233555536,0.09213625043831189,0.08686153428853957,0.17383603852847807,0.10235297901397479,0.09945240966089225,0.13750164614263266,0.08191952186264899,0.0742706589161869,1991,2196,1011,4493,2815,1413,195,1629,656,5198,8721,2480,184566,209968,162537
2023-01-30,57,13944,15581,1170,11879,22988,9991,28445,27846,13291,1499,17751,6356,1466,1214,0.15566884233555536,0.09213625043831189,0.08686153428853957,0.17383603852847807,0.10235297901397479,0.09945240966089225,0.13750164614263266,0.08191952186264899,0.0742706589161869,1914,2158,937,4720,2832,1364,206,1545,563,5009,8916,2314,189575,218884,164851
