Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-03-06,62,19949,19697,5748,23834,20151,15271,24463,20434,15505,23140,19868,15037,0,0,0.028827487165386245,0.030514597635880505,0.030514597635880505,0.06060189433030587,0.04616016129452871,0.04616016129452871,0,0.014869033977232299,0.014869033977232299,629,552,457,1323,835,691,0,269,223,1638,2849,492,166020,167231,164874
2023-03-13,63,17621,17398,5077,25475,21835,15476,26791,22438,15952,23985,21224,14992,0,0,0.028827487165386245,0.030514597635880505,0.030514597635880505,0.06060189433030587,0.04616016129452871,0.04616016129452871,0,0.014869033977232299,0.014869033977232299,687,615,466,1483,943,716,0,295,224,1768,3142,519,167788,170373,165393
2023-03-20,64,15564,15367,4484,26798,23200,15597,28848,24153,16322,24418,22219,14849,0,0,0.028827487165386245,0.030514597635880505,0.030514597635880505,0.06060189433030587,0.04616016129452871,0.04616016129452871,0,0.014869033977232299,0.014869033977232299,734,666,472,1624,1036,736,0,316,223,1872,3396,539,169660,173769,165932
2023-03-27,65,13748,13574,3961,27841,24285,15644,30664,25616,16624,24486,22897,14619,0,0,0.028827487165386245,0.030514597635880505,0.030514597635880505,0.06060189433030587,0.04616016129452871,0.04616016129452871,0,0.014869033977232299,0.014869033977232299,773,708,476,1748,1115,753,0,330,221,1957,3616,551,171617,177385,166483
2023-04-03,66,12143,11990,3499,28643,25128,15629,32269,26860,16869,24233,23299,14314,0,0,0.028827487165386245,0.030514597635880505,0.030514597635880505,0.06060189433030587,0.04616016129452871,0.04616016129452871,0,0.014869033977232299,0.014869033977232299,803,741,477,1858,1182,767,0,340,217,2021,3807,557,173638,181192,167040
2023-04-10,67,10726,10591,3091,29234,25760,15560,33686,27913,17064,23694,23458,13943,0,0,0.028827487165386245,0.030514597635880505,0.030514597635880505,0.06060189433030587,0.04616016129452871,0.04616016129452871,0,0.014869033977232299,0.014869033977232299,826,767,477,1956,1240,779,0,346,213,2070,3975,559,175708,185167,167599
2023-04-17,68,9474,9355,2730,29643,26210,15446,34938,28800,17218,22905,23406,13516,0,0,0.028827487165386245,0.030514597635880505,0.030514597635880505,0.06060189433030587,0.04616016129452871,0.04616016129452871,0,0.014869033977232299,0.014869033977232299,843,786,475,2041,1288,788,0,349,207,2104,4117,556,177812,189284,168155
2023-04-24,69,8368,8263,2411,29894,26502,15294,36044,29544,17336,21894,23169,13040,0,0,0.028827487165386245,0.030514597635880505,0.030514597635880505,0.06060189433030587,0.04616016129452871,0.04616016129452871,0,0.014869033977232299,0.014869033977232299,855,800,471,2117,1329,795,0,348,201,2126,4241,549,179938,193525,168704
2023-05-01,70,7391,7299,2130,30009,26657,15108,37021,30163,17423,20687,22769,12521,0,0,0.028827487165386245,0.030514597635880505,0.030514597635880505,0.06060189433030587,0.04616016129452871,0.04616016129452871,0,0.014869033977232299,0.014869033977232299,862,809,467,2184,1364,800,0,345,194,2138,4348,539,182076,197873,169243
2023-05-08,71,6528,6447,1881,30007,26696,14896,37884,30676,17486,19306,22229,11966,0,0,0.028827487165386245,0.030514597635880505,0.030514597635880505,0.06060189433030587,0.04616016129452871,0.04616016129452871,0,0.014869033977232299,0.014869033977232299,865,813,461,2244,1392,804,0,339,186,2139,4440,525,184215,202313,169768
2023-05-15,72,5766,5695,1661,29904,26633,14661,38646,31097,17528,17772,21565,11379,0,0,0.028827487165386245,0.030514597635880505,0.030514597635880505,0.06060189433030587,0.04616016129452871,0.04616016129452871,0,0.014869033977232299,0.014869033977232299,865,815,455,2296,1416,807,0,331,178,2135,4519,509,186350,206832,170277
2023-05-22,73,5093,5030,1467,29715,26485,14408,39319,31441,17553,16103,20795,10764,0,0,0.028827487165386245,0.030514597635880505,0.030514597635880505,0.06060189433030587,0.04616016129452871,0.04616016129452871,0,0.014869033977232299,0.014869033977232299,862,813,447,2342,1435,809,0,321,169,2122,4586,490,188472,211418,170767
2023-05-29,74,4499,4443,1296,29452,26264,14139,39913,31719,17564,14314,19931,10125,0,0,0.028827487165386245,0.030514597635880505,0.030514597635880505,0.06060189433030587,0.04616016129452871,0.04616016129452871,0,0.014869033977232299,0.014869033977232299,857,808,440,2383,1451,810,0,309,160,2105,4644,469,190577,216062,171236
