Date,Week,Backlog of visa applications - Homes for Ukraine,Backlog of visa applications - Family Scheme,Backlog of visa applications - Super Sponsor,Backlog of visas issued - Homes for Ukraine,Backlog of visas issued - Family Scheme,Backlog of visas issued - Super Sponsor,Backlog of visas issued - Homes for Ukraine (upper bound),Backlog of visas issued - Family Scheme (upper bound),Backlog of visas issued - Super Sponsor (upper bound),Backlog of visas issued - Homes for Ukraine (lower bound),Backlog of visas issued - Family Scheme (lower bound),Backlog of visas issued - Super Sponsor (lower bound),Weekly applications - Homes for Ukraine,Weekly applications - Family Scheme,Arrival rate - Homes for Ukraine,Arrival rate - Family Scheme,Arrival rate - Super Sponsor,Arrival rate - Homes for Ukraine (upper bound),Arrival rate - Family Scheme (upper bound),Arrival rate - Super Sponsor (upper bound),Arrival rate - Homes for Ukraine (lower bound),Arrival rate - Family Scheme (lower bound),Arrival rate - Super Sponsor (lower bound),Weekly arrivals - Homes for Ukraine,Weekly arrivals - Family Scheme,Weekly arrivals - Super Sponsor,Weekly arrivals - Homes for Ukraine (upper bound),Weekly arrivals - Family Scheme (upper bound),Weekly arrivals - Super Sponsor (upper bound),Weekly arrivals - Homes for Ukraine (lower bound),Weekly arrivals - Family Scheme (lower bound),Weekly arrivals - Super Sponsor (lower bound),Weekly arrivals,Weekly arrivals (upper bound),Weekly arrivals (lower bound),Total arrivals,Total arrivals (upper bound),Total arrivals (lower bound)
2023-10-30,96,28924,30839,5758,25417,18882,14020,25892,18948,14077,24943,18766,13919,317,187,0.027002800888441435,0.004259992512963846,0.004259992512963846,0.047871643853600467,0.011786050386865867,0.011786050386865867,0.006133957923282404,0,0,614,66,57,1088,182,158,139,0,0,737,1428,139,191828,192519,191230
2023-11-06,97,26218,27814,5161,27731,22010,14564,28739,22147,14674,26704,21754,14359,294,174,0.027002800888441435,0.003753771341614698,0.003753771341614698,0.047871643853600467,0.011140820170477057,0.011140820170477057,0.006133957923282404,0,0,686,71,53,1239,211,157,153,0,0,810,1607,153,192638,194126,191383
2023-11-13,98,23770,25091,4626,29702,24824,15052,31295,25032,15209,28048,24407,14740,272,162,0.027002800888441435,0.0032475501702655535,0.0032475501702655535,0.047871643853600467,0.010495589954088252,0.010495589954088252,0.006133957923282404,0,0,749,71,47,1376,232,154,164,0,0,867,1762,164,193505,195888,191547
2023-11-20,99,21553,22637,4146,31366,27359,15491,33589,27635,15689,29016,26763,15070,249,149,0.027002800888441435,0.002741328998916409,0.002741328998916409,0.047871643853600467,0.00985035973769945,0.00985035973769945,0.006133957923282404,0,0,802,68,41,1498,247,150,172,0,0,911,1895,172,194416,197783,191719
2023-11-27,100,19544,20426,3716,32755,29646,15886,35647,29983,16119,29644,28857,15356,227,137,0.027002800888441435,0.0022351078275672648,0.0022351078275672648,0.047871643853600467,0.009205129521310643,0.009205129521310643,0.006133957923282404,0,0,847,61,35,1608,254,144,178,0,0,943,2006,178,195359,199789,191897
2023-12-04,101,17721,18432,3331,33898,31714,16244,37492,32102,16504,29965,30719,15603,204,125,0.027002800888441435,0.0017288866562181204,0.0017288866562181204,0.047871643853600467,0.00855989930492184,0.00855989930492184,0.006133957923282404,0,0,884,51,27,1706,257,138,182,0,0,962,2101,182,196321,201890,192079
2023-12-11,102,16065,16632,2985,34821,33587,16570,39146,34014,16850,30008,32377,15818,182,112,0.027002800888441435,0.0012226654848689691,0.0012226654848689691,0.047871643853600467,0.007914669088533027,0.007914669088533027,0.006133957923282404,0,0,915,39,20,1795,254,131,184,0,0,974,2180,184,197295,204070,192263
2023-12-18,103,14557,15007,2675,35548,35288,16868,40629,35739,17160,29801,33855,16006,159,100,0.027002800888441435,7.164443135198248e-4,7.164443135198248e-4,0.047871643853600467,0.007269438872144222,0.007269438872144222,0.006133957923282404,0,0,940,24,12,1874,247,122,184,0,0,976,2243,184,198271,206313,192447
2023-12-25,104,13184,13537,2398,36098,36838,17141,41956,37296,17437,29366,35175,16169,137,87,0.027002800888441435,2.1022314217068044e-4,2.1022314217068044e-4,0.047871643853600467,0.006624208655755418,0.006624208655755418,0.006133957923282404,0,0,960,7,4,1945,237,114,183,0,0,971,2296,183,199242,208609,192630
2024-01-01,105,11930,12208,2149,36491,38242,17390,43144,38700,17686,28725,36356,16314,114,75,0.027002800888441435,0,0,0.047871643853600467,0.005978978439366614,0.005978978439366614,0.006133957923282404,0,0,975,0,0,2009,223,104,180,0,0,975,2336,180,200217,210945,192810
2024-01-08,106,10784,11004,1926,36744,39508,17613,44206,39966,17909,27898,37416,16443,92,62,0.027002800888441435,0,0,0.047871643853600467,0.00533374822297781,0.00533374822297781,0.006133957923282404,0,0,985,0,0,2065,206,94,176,0,0,985,2365,176,201202,213310,192986
2024-01-15,107,9734,9912,1726,36871,40650,17813,45154,41108,18109,26901,38371,16559,69,50,0.027002800888441435,0,0,0.047871643853600467,0.004688518006588997,0.004688518006588997,0.006133957923282404,0,0,992,0,0,2116,187,84,171,0,0,992,2387,171,202194,215697,193157
2024-01-22,108,8771,8921,1547,36885,41678,17992,45999,42136,18288,25749,39233,16665,47,37,0.027002800888441435,0,0,0.047871643853600467,0.004043287790200191,0.004043287790200191,0.006133957923282404,0,0,996,0,0,2162,166,73,165,0,0,996,2401,165,203190,218098,193322
2024-01-29,109,7885,8021,1387,36799,42603,18152,46751,43061,18448,24457,40015,16763,24,25,0.027002800888441435,0,0,0.047871643853600467,0.0033980575738113868,0.0033980575738113868,0.006133957923282404,0,0,996,0,0,2202,143,62,158,0,0,996,2407,158,204186,220505,193480
2024-02-05,110,7069,7202,1243,36623,43435,18296,47419,43893,18592,23037,40728,16856,2,13,0.027002800888441435,0,0,0.047871643853600467,0.002752827357422583,0.002752827357422583,0.006133957923282404,0,0,994,0,0,2238,119,51,150,0,0,994,2408,150,205180,222913,193630
2024-02-12,111,6336,6455,1114,36367,44182,18425,48011,44640,18721,21500,41382,16946,0,0,0.027002800888441435,0,0,0.047871643853600467,0.0021075971410337785,0.0021075971410337785,0.006133957923282404,0,0,989,0,0,2270,93,39,141,0,0,989,2402,141,206169,225315,193771
2024-02-19,112,5679,5785,998,36042,44852,18541,48536,45310,18837,19859,41987,17035,0,0,0.027002800888441435,0,0,0.047871643853600467,0.0014623669246449662,0.0014623669246449662,0.006133957923282404,0,0,982,0,0,2298,65,27,132,0,0,982,2390,132,207151,227705,193903
2024-02-26,113,5090,5185,894,35658,45452,18645,49003,45910,18941,18125,42550,17124,0,0,0.027002800888441435,0,0,0.047871643853600467,8.171367082561616e-4,8.171367082561616e-4,0.006133957923282404,0,0,973,0,0,2323,37,15,122,0,0,973,2375,122,208124,230080,194025
2024-03-04,114,4562,4647,801,35223,45990,18738,49420,46448,19034,16307,43080,17214,0,0,0.027002800888441435,0,0,0.047871643853600467,1.7190649186735706e-4,1.7190649186735706e-4,0.006133957923282404,0,0,963,0,0,2346,8,3,111,0,0,963,2357,111,209087,232437,194136
2024-03-11,115,4089,4165,718,34745,46472,18821,49793,46930,19117,14414,43562,17297,0,0,0.027002800888441435,0,0,0.047871643853600467,0,0,0.006133957923282404,0,0,951,0,0,2366,0,0,100,0,0,951,2366,100,210038,234803,194236
2024-03-18,116,3665,3733,644,34231,46904,18895,50129,47362,19191,12454,43994,17371,0,0,0.027002800888441435,0,0,0.047871643853600467,0,0,0.006133957923282404,0,0,938,0,0,2384,0,0,88,0,0,938,2384,88,210976,237187,194324
2024-03-25,117,3285,3346,577,33687,47291,18962,50433,47749,19258,10434,44381,17438,0,0,0.027002800888441435,0,0,0.047871643853600467,0,0,0.006133957923282404,0,0,924,0,0,2400,0,0,76,0,0,924,2400,76,211900,239587,194400
2024-04-01,118,2944,2999,517,33118,47638,19022,50710,48096,19318,8361,44728,17498,0,0,0.027002800888441435,0,0,0.047871643853600467,0,0,0.006133957923282404,0,0,910,0,0,2414,0,0,64,0,0,910,2414,64,212810,242001,194464
2024-04-08,119,2639,2688,463,32529,47949,19076,50964,48407,19372,6238,45039,17552,0,0,0.027002800888441435,0,0,0.047871643853600467,0,0,0.006133957923282404,0,0,894,0,0,2428,0,0,51,0,0,894,2428,51,213704,244429,194515
